Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
22948892	11072	-9664	13760	675.392	-589.504	839.360	2224	
22953849	11296	-10192	13232	689.056	-621.712	807.152	2144	
22958804	11632	-10528	12400	709.552	-642.208	756.400	1920	
22963760	11888	-10592	11488	725.168	-646.112	700.768	1824	
22968716	12176	-10336	10912	742.736	-630.496	665.632	1696	
22973672	12432	-10064	10480	758.352	-613.904	639.280	1504	
22978626	12288	-9856	10304	749.568	-601.216	628.544	1328	
22983584	12480	-9664	10176	761.280	-589.504	620.736	1088	
22988539	12304	-9680	10208	750.544	-590.480	622.688	832	
22993497	12224	-9840	10304	745.664	-600.240	628.544	736	
22998454	11856	-10208	10640	723.216	-622.688	649.040	464	
23003410	11520	-10864	11120	702.720	-662.704	678.320	336	
23008366	11216	-11520	11568	684.176	-702.720	705.648	64	
23013322	11056	-12176	11824	674.416	-742.736	721.264	-96	
23018278	10992	-12816	12064	670.512	-781.776	735.904	-256	
23023235	11008	-13344	12160	671.488	-813.984	741.760	-352	
23028191	11152	-13936	12128	680.272	-850.096	739.808	-448	
23033145	11504	-14304	11808	701.744	-872.544	720.288	-512	
23038103	11792	-14256	11344	719.312	-869.616	691.984	-576	
23043059	12048	-13744	10848	734.928	-838.384	661.728	-752	
23048016	12224	-13024	10352	745.664	-794.464	631.472	-832	
23052972	12288	-12432	10048	749.568	-758.352	612.928	-720	
23057929	12320	-12016	9712	751.520	-732.976	592.432	-832	
23062885	12320	-11680	9168	751.520	-712.480	559.248	-880	
23067841	12336	-11344	8672	752.496	-691.984	528.992	-880	
23072798	12192	-11472	8240	743.712	-699.792	502.640	-912	
23077753	12160	-11984	8000	741.760	-731.024	488.000	-896	
23082709	11968	-12864	7968	730.048	-784.704	486.048	-944	
23087665	11792	-13824	8256	719.312	-843.264	503.616	-960	
23092622	11632	-14928	8448	709.552	-910.608	515.328	-912	
23097578	11584	-15792	8640	706.624	-963.312	527.040	-992	
23102534	11600	-16576	8896	707.600	-1011.136	542.656	-912	
23107490	11488	-17056	8928	700.768	-1040.416	544.608	-912	
23112446	11456	-17296	8896	698.816	-1055.056	542.656	-960	
23117401	11584	-17200	8688	706.624	-1049.200	529.968	-880	
23122358	11520	-16944	8464	702.720	-1033.584	516.304	-864	
23127314	11488	-16544	8272	700.768	-1009.184	504.592	-800	
23132270	11520	-16144	7888	702.720	-984.784	481.168	-768	
23137226	11408	-15488	7648	695.888	-944.768	466.528	-800	
23142181	11328	-14864	7344	691.008	-906.704	447.984	-768	
23147137	11264	-14288	6976	687.104	-871.568	425.536	-736	
23152093	11232	-13776	6688	685.152	-840.336	407.968	-672	
23157049	11280	-13488	6272	688.080	-822.768	382.592	-736	
23162004	11168	-13408	5920	681.248	-817.888	361.120	-752	
23166961	11056	-13680	5568	674.416	-834.480	339.648	-784	
23171917	11072	-14144	5376	675.392	-862.784	327.936	-784	
23176874	10976	-14736	5168	669.536	-898.896	315.248	-784	
23181831	10736	-15312	5056	654.896	-934.032	308.416	-800	
23186787	10448	-15952	4928	637.328	-973.072	300.608	-848	
23191743	10256	-16432	4928	625.616	-1002.352	300.608	-928	
23196698	10128	-16720	4992	617.808	-1019.920	304.512	-928	
23201655	9968	-16880	4992	608.048	-1029.680	304.512	-1024	
23206611	9936	-16848	4768	606.096	-1027.728	290.848	-1056	
23211568	9664	-16720	4576	589.504	-1019.920	279.136	-1056	
23216524	9552	-16528	4416	582.672	-1008.208	269.376	-1072	
23221481	9472	-16432	4160	577.792	-1002.352	253.760	-1056	
23226435	9344	-16272	4096	569.984	-992.592	249.856	-1104	
23231393	9264	-16080	4048	565.104	-980.880	246.928	-1088	
23236349	9264	-16016	4000	565.104	-976.976	244.000	-1168	
23241306	9248	-15856	3968	564.128	-967.216	242.048	-1248	
23246262	9376	-15632	3984	571.936	-953.552	243.024	-1264	
23251217	9600	-15456	3952	585.600	-942.816	241.072	-1360	
23256173	9712	-15344	3984	592.432	-935.984	243.024	-1472	
23261129	9712	-15360	3968	592.432	-936.960	242.048	-1616	
23266084	9712	-15376	3792	592.432	-937.936	231.312	-1712	
23271042	9456	-15600	3632	576.816	-951.600	221.552	-1904	
23275999	9184	-15888	3472	560.224	-969.168	211.792	-2096	
23280956	8960	-16208	3280	546.560	-988.688	200.080	-2224	
23285912	8528	-16544	3136	520.208	-1009.184	191.296	-2384	
23290868	8256	-16848	2960	503.616	-1027.728	180.560	-2528	
23295823	8048	-17104	2832	490.928	-1043.344	172.752	-2656	
23300780	8032	-17200	2592	489.952	-1049.200	158.112	-2784	
23305736	8032	-17296	2544	489.952	-1055.056	155.184	-2864	
23310693	8096	-17088	2480	493.856	-1042.368	151.280	-2928	
23315649	8160	-16928	2400	497.760	-1032.608	146.400	-2944	
23320606	8240	-16816	2384	502.640	-1025.776	145.424	-3040	
23325561	8448	-16672	2272	515.328	-1016.992	138.592	-3024	
23330516	8560	-16432	2064	522.160	-1002.352	125.904	-3072	
23335473	8704	-16272	2016	530.944	-992.592	122.976	-3072	
23340430	8768	-16256	2032	534.848	-991.616	123.952	-3136	
23345386	8656	-16320	1936	528.016	-995.520	118.096	-3232	
23350342	8624	-16352	1808	526.064	-997.472	110.288	-3248	
23355297	8368	-16400	1712	510.448	-1000.400	104.432	-3328	
23360253	8080	-16592	1520	492.880	-1012.112	92.720	-3360	
23365209	7744	-16816	1472	472.384	-1025.776	89.792	-3392	
23370165	7488	-16944	1344	456.768	-1033.584	81.984	-3472	
23375121	7216	-16976	1296	440.176	-1035.536	79.056	-3520	
23380076	7040	-16864	1152	429.440	-1028.704	70.272	-3600	
23385032	7056	-16784	1088	430.416	-1023.824	66.368	-3632	
23389988	7168	-16720	880	437.248	-1019.920	53.680	-3600	
23394945	7424	-16624	832	452.864	-1014.064	50.752	-3616	
23399902	7776	-16656	800	474.336	-1016.016	48.800	-3600	
23404858	8096	-16528	784	493.856	-1008.208	47.824	-3520	
23409814	8512	-16336	768	519.232	-996.496	46.848	-3472	
23414770	8720	-16208	800	531.920	-988.688	48.800	-3424	
23419727	8848	-16032	848	539.728	-977.952	51.728	-3296	
23424682	8896	-15952	880	542.656	-973.072	53.680	-3216	
23429637	8848	-16080	832	539.728	-980.880	50.752	-3168	
23434594	8704	-16320	736	530.944	-995.520	44.896	-3056	
23439549	8400	-16528	592	512.400	-1008.208	36.112	-3024	
23444504	8176	-16496	336	498.736	-1006.256	20.496	-2896	
23449460	8064	-16400	112	491.904	-1000.400	6.832	-2816	
23454415	7936	-16288	-80	484.096	-993.568	-4.880	-2832	
23459370	7856	-16240	-192	479.216	-990.640	-11.712	-2640	
23464326	7872	-16288	-224	480.192	-993.568	-13.664	-2624	
23469282	7920	-16208	-320	483.120	-988.688	-19.520	-2432	
23474238	7936	-15984	-336	484.096	-975.024	-20.496	-2288	
23479194	8016	-15856	-368	488.976	-967.216	-22.448	-2144	
23484149	7952	-15568	-480	485.072	-949.648	-29.280	-2064	
23489106	7872	-15584	-512	480.192	-950.624	-31.232	-1856	
23494062	7792	-15664	-592	475.312	-955.504	-36.112	-1712	
23499019	7632	-15776	-608	465.552	-962.336	-37.088	-1600	
23503975	7504	-15984	-528	457.744	-975.024	-32.208	-1440	
23508931	7424	-16208	-512	452.864	-988.688	-31.232	-1376	
23513884	7392	-16320	-512	450.912	-995.520	-31.232	-1248	
23518843	7248	-16304	-528	442.128	-994.544	-32.208	-1056	
23523798	7168	-16400	-512	437.248	-1000.400	-31.232	-992	
23528754	7168	-16336	-608	437.248	-996.496	-37.088	-768	
23533710	7232	-15968	-816	441.152	-974.048	-49.776	-608	
23538666	7152	-15344	-896	436.272	-935.984	-54.656	-464	
23543622	7136	-14832	-1072	435.296	-904.752	-65.392	-272	
23548577	7120	-14672	-1056	434.320	-894.992	-64.416	-112	
23553534	7104	-14688	-1136	433.344	-895.968	-69.296	-16	
23558489	6944	-14912	-1040	423.584	-909.632	-63.440	96	
23563445	6816	-15248	-992	415.776	-930.128	-60.512	144	
23568401	6800	-15760	-928	414.800	-961.360	-56.608	320	
23573356	6656	-16144	-896	406.016	-984.784	-54.656	368	
23578310	6368	-16400	-944	388.448	-1000.400	-57.584	448	
23583268	6096	-16624	-976	371.856	-1014.064	-59.536	480	
23588223	5984	-16544	-1008	365.024	-1009.184	-61.488	640	
23593179	5904	-16272	-1024	360.144	-992.592	-62.464	688	
23598135	6016	-15984	-1120	366.976	-975.024	-68.320	848	
23603090	6112	-15824	-1088	372.832	-965.264	-66.368	928	
23608046	6336	-15696	-1024	386.496	-957.456	-62.464	944	
23613002	6528	-15376	-1072	398.208	-937.936	-65.392	1072	
23617957	6784	-14992	-1024	413.824	-914.512	-62.464	1184	
23622915	6928	-14800	-896	422.608	-902.800	-54.656	1280	
23627871	7008	-14672	-960	427.488	-894.992	-58.560	1376	
23632828	7120	-14672	-880	434.320	-894.992	-53.680	1456	
23637783	7120	-14608	-896	434.320	-891.088	-54.656	1536	
23642738	7088	-14608	-864	432.368	-891.088	-52.704	1552	
23647694	7040	-14768	-912	429.440	-900.848	-55.632	1632	
23652650	6800	-14944	-864	414.800	-911.584	-52.704	1632	
23657606	6560	-15200	-880	400.160	-927.200	-53.680	1600	
23662562	6432	-15296	-976	392.352	-933.056	-59.536	1648	
23667518	6272	-15200	-1072	382.592	-927.200	-65.392	1696	
23672474	6272	-14992	-1232	382.592	-914.512	-75.152	1696	
23677429	6160	-14816	-1344	375.760	-903.776	-81.984	1712	
23682383	6208	-14944	-1344	378.688	-911.584	-81.984	1712	
23687340	6144	-15280	-1328	374.784	-932.080	-81.008	1808	
23692293	6240	-15568	-1216	380.640	-949.648	-74.176	1888	
23697252	6176	-15184	-1072	376.736	-926.224	-65.392	1888	
23702207	6208	-14704	-1024	378.688	-896.944	-62.464	1920	
23707161	6352	-14416	-992	387.472	-879.376	-60.512	1984	
23712117	6512	-14192	-944	397.232	-865.712	-57.584	1968	
23717073	6496	-14000	-1008	396.256	-854.000	-61.488	1952	
23722030	6464	-13936	-928	394.304	-850.096	-56.608	1936	
23726986	6432	-14112	-1024	392.352	-860.832	-62.464	1936	
23731941	6496	-14400	-1168	396.256	-878.400	-71.248	1872	
23736896	6368	-14880	-1296	388.448	-907.680	-79.056	1920	
23741851	6224	-15344	-1440	379.664	-935.984	-87.840	1840	
23746807	6272	-15760	-1600	382.592	-961.360	-97.600	1776	
23751763	6288	-15984	-1728	383.568	-975.024	-105.408	1776	
23756718	6320	-15824	-1824	385.520	-965.264	-111.264	1776	
23761673	6384	-15520	-1760	389.424	-946.720	-107.360	1728	
23766628	6640	-15152	-1664	405.040	-924.272	-101.504	1696	
23771583	6864	-14800	-1504	418.704	-902.800	-91.744	1728	
23776539	7120	-14784	-1280	434.320	-901.824	-78.080	1664	
23781495	7360	-15008	-1008	448.960	-915.488	-61.488	1680	
23786451	7488	-15296	-848	456.768	-933.056	-51.728	1632	
23791406	7584	-15312	-608	462.624	-934.032	-37.088	1552	
23796362	7360	-15136	-512	448.960	-923.296	-31.232	1600	
23801318	7152	-14736	-480	436.272	-898.896	-29.280	1536	
23806274	6864	-14464	-464	418.704	-882.304	-28.304	1472	
23811229	6720	-14032	-448	409.920	-855.952	-27.328	1408	
23816185	6624	-13776	-400	404.064	-840.336	-24.400	1312	
23821141	6608	-13776	-560	403.088	-840.336	-34.160	1296	
23826097	6656	-14032	-656	406.016	-855.952	-40.016	1264	
23831053	6496	-14448	-720	396.256	-881.328	-43.920	1184	
23836008	6400	-14864	-800	390.400	-906.704	-48.800	1136	
23840963	6272	-15184	-944	382.592	-926.224	-57.584	1088	
23845919	6192	-15408	-912	377.712	-939.888	-55.632	1072	
23850875	6272	-15584	-960	382.592	-950.624	-58.560	1120	
23855831	6528	-15552	-848	398.208	-948.672	-51.728	1088	
23860786	6800	-15296	-640	414.800	-933.056	-39.040	1136	
23865742	6944	-15248	-384	423.584	-930.128	-23.424	1136	
23870697	7200	-15216	-240	439.200	-928.176	-14.640	1216	
23875653	7408	-15072	-96	451.888	-919.392	-5.856	1216	
23880609	7424	-14864	112	452.864	-906.704	6.832	1248	
23885565	7552	-14528	208	460.672	-886.208	12.688	1280	
23890521	7664	-14208	480	467.504	-866.688	29.280	1248	
23895477	7776	-14256	624	474.336	-869.616	38.064	1264	
23900432	7744	-14208	608	472.384	-866.688	37.088	1264	
23905388	7792	-14160	496	475.312	-863.760	30.256	1280	
23910343	7712	-14144	352	470.432	-862.784	21.472	1248	
23915299	7472	-14400	224	455.792	-878.400	13.664	1136	
23920255	7232	-14528	0	441.152	-886.208	0.000	1248	
23925211	6944	-14848	-160	423.584	-905.728	-9.760	1152	
23930165	6608	-14992	-304	403.088	-914.512	-18.544	1248	
23935123	6544	-15200	-384	399.184	-927.200	-23.424	1248	
23940078	6512	-15248	-416	397.232	-930.128	-25.376	1248	
23945035	6608	-15216	-432	403.088	-928.176	-26.352	1248	
23949991	6544	-15216	-288	399.184	-928.176	-17.568	1216	
23954947	6608	-15104	-224	403.088	-921.344	-13.664	1296	
23959903	6544	-15056	-96	399.184	-918.416	-5.856	1296	
23964857	6624	-15104	0	404.064	-921.344	0.000	1264	
23969815	6544	-15104	80	399.184	-921.344	4.880	1136	
23974770	6656	-15136	144	406.016	-923.296	8.784	976	
23979724	6736	-15184	176	410.896	-926.224	10.736	848	
23984682	6768	-15344	272	412.848	-935.984	16.592	784	
23989637	6720	-15424	384	409.920	-940.864	23.424	736	
23994591	6640	-15296	448	405.040	-933.056	27.328	800	
23999548	6544	-15088	528	399.184	-920.368	32.208	752	
24004504	6496	-14832	544	396.256	-904.752	33.184	752	
24009459	6512	-14672	512	397.232	-894.992	31.232	768	
24014415	6608	-14608	464	403.088	-891.088	28.304	704	
24019370	6656	-14576	352	406.016	-889.136	21.472	656	
24024326	6640	-14624	272	405.040	-892.064	16.592	640	
24029281	6528	-14720	192	398.208	-897.920	11.712	592	
24034235	6464	-14800	48	394.304	-902.800	2.928	544	
24039192	6400	-14832	-80	390.400	-904.752	-4.880	416	
24044148	6352	-14800	-112	387.472	-902.800	-6.832	416	
24049103	6320	-14608	-176	385.520	-891.088	-10.736	384	
24054059	6448	-14480	-256	393.328	-883.280	-15.616	304	
24059015	6608	-14416	-368	403.088	-879.376	-22.448	288	
24063972	6608	-14464	-496	403.088	-882.304	-30.256	224	
24068928	6736	-14256	-592	410.896	-869.616	-36.112	256	
24073885	6912	-14080	-672	421.632	-858.880	-40.992	176	
24078842	6896	-13872	-800	420.656	-846.192	-48.800	96	
24083797	6912	-13824	-896	421.632	-843.264	-54.656	144	
24088754	6976	-13872	-1024	425.536	-846.192	-62.464	80	
24093710	7056	-13904	-1024	430.416	-848.144	-62.464	144	
24098666	7040	-13968	-1136	429.440	-852.048	-69.296	128	
24103622	6912	-14096	-1056	421.632	-859.856	-64.416	160	
24108577	6896	-14240	-1088	420.656	-868.640	-66.368	144	
24113534	6800	-14416	-1040	414.800	-879.376	-63.440	112	
24118490	6816	-14672	-960	415.776	-894.992	-58.560	240	
24123445	6784	-15040	-976	413.824	-917.440	-59.536	192	
24128401	6624	-15248	-944	404.064	-930.128	-57.584	160	
24133357	6400	-15344	-800	390.400	-935.984	-48.800	256	
24138313	6320	-15264	-848	385.520	-931.104	-51.728	208	
24143269	6256	-15360	-816	381.616	-936.960	-49.776	288	
24148226	6256	-15488	-736	381.616	-944.768	-44.896	224	
24153182	6224	-15696	-560	379.664	-957.456	-34.160	320	
24158138	6144	-15920	-416	374.784	-971.120	-25.376	368	
24163095	5968	-15888	-224	364.048	-969.168	-13.664	400	
24168052	5872	-15600	-112	358.192	-951.600	-6.832	432	
24173008	5648	-15120	64	344.528	-922.320	3.904	400	
24177963	5568	-14560	112	339.648	-888.160	6.832	384	
24182919	5648	-14160	96	344.528	-863.760	5.856	272	
24187875	5952	-14096	64	363.072	-859.856	3.904	288	
24192831	6112	-14288	-32	372.832	-871.568	-1.952	256	
24197786	6224	-14688	-128	379.664	-895.968	-7.808	80	
24202743	6064	-15088	-416	369.904	-920.368	-25.376	16	
24207698	5776	-15408	-592	352.336	-939.888	-36.112	-80	
24212654	5440	-15552	-752	331.840	-948.672	-45.872	-112	
24217610	5152	-15600	-848	314.272	-951.600	-51.728	-192	
24222566	5152	-15632	-912	314.272	-953.552	-55.632	-336	
24227521	5312	-15712	-928	324.032	-958.432	-56.608	-352	
24232474	5632	-15712	-880	343.552	-958.432	-53.680	-448	
24237433	5760	-15664	-832	351.360	-955.504	-50.752	-496	
24242389	6016	-15616	-688	366.976	-952.576	-41.968	-592	
24247345	6176	-15632	-480	376.736	-953.552	-29.280	-720	
24252301	6288	-15440	-336	383.568	-941.840	-20.496	-704	
24257258	6352	-15376	-192	387.472	-937.936	-11.712	-864	
24262213	6336	-15472	-96	386.496	-943.792	-5.856	-928	
24267168	6400	-15456	0	390.400	-942.816	0.000	-1008	
24272124	6320	-15520	-16	385.520	-946.720	-0.976	-1056	
24277079	6272	-15504	112	382.592	-945.744	6.832	-1088	
24282032	6176	-15520	208	376.736	-946.720	12.688	-1184	
24286990	6192	-15456	304	377.712	-942.816	18.544	-1168	
24291946	6144	-15488	560	374.784	-944.768	34.160	-1200	
24296902	6192	-15696	656	377.712	-957.456	40.016	-1120	
24301858	6368	-15824	880	388.448	-965.264	53.680	-1184	
24306813	6512	-16048	976	397.232	-978.928	59.536	-1136	
24311769	6768	-16144	1056	412.848	-984.784	64.416	-1056	
24316724	7024	-16208	1024	428.464	-988.688	62.464	-976	
24321681	7104	-16160	1024	433.344	-985.760	62.464	-1008	
24326637	7152	-16176	1040	436.272	-986.736	63.440	-976	
24331594	7216	-16192	928	440.176	-987.712	56.608	-880	
24336550	7248	-16272	880	442.128	-992.592	53.680	-800	
24341505	7280	-16448	912	444.080	-1003.328	55.632	-736	
24346459	7360	-16576	832	448.960	-1011.136	50.752	-672	
24351416	7424	-16752	880	452.864	-1021.872	53.680	-608	
24356371	7584	-16960	1008	462.624	-1034.560	61.488	-512	
24361327	7760	-17216	1280	473.360	-1050.176	78.080	-368	
24366284	7904	-17488	1456	482.144	-1066.768	88.816	-176	
24371240	8208	-17568	1568	500.688	-1071.648	95.648	-112	
24376197	8624	-17504	1680	526.064	-1067.744	102.480	80	
24381152	8992	-17536	1728	548.512	-1069.696	105.408	128	
24386107	9472	-17616	1728	577.792	-1074.576	105.408	256	
24391065	9936	-17712	1680	606.096	-1080.432	102.480	352	
24396021	10352	-17808	1744	631.472	-1086.288	106.384	432	
24400978	10560	-17840	1904	644.160	-1088.240	116.144	544	
24405934	10752	-17952	1952	655.872	-1095.072	119.072	512	
24410890	10960	-18288	2080	668.560	-1115.568	126.880	592	
24415845	11136	-18384	2272	679.296	-1121.424	138.592	656	
24420802	11264	-18416	2448	687.104	-1123.376	149.328	688	
24425758	11280	-18224	2672	688.080	-1111.664	162.992	656	
24430713	11152	-17952	2752	680.272	-1095.072	167.872	720	
24435669	10960	-17824	2848	668.560	-1087.264	173.728	640	
24440624	10768	-17728	2976	656.848	-1081.408	181.536	640	
24445579	10592	-17632	3104	646.112	-1075.552	189.344	544	
24450534	10496	-17744	3152	640.256	-1082.384	192.272	400	
24455492	10496	-17936	3248	640.256	-1094.096	198.128	400	
24460446	10560	-18000	3248	644.160	-1098.000	198.128	368	
24465405	10608	-18048	3360	647.088	-1100.928	204.960	352	
24470361	10720	-18064	3440	653.920	-1101.904	209.840	416	
24475316	10912	-18032	3504	665.632	-1099.952	213.744	464	
24480273	11104	-17936	3760	677.344	-1094.096	229.360	528	
24485228	11408	-17696	3984	695.888	-1079.456	243.024	672	
24490185	11696	-17472	4224	713.456	-1065.792	257.664	864	
24495141	11920	-17280	4496	727.120	-1054.080	274.256	976	
24500097	12112	-17104	4704	738.832	-1043.344	286.944	1200	
24505054	12096	-16928	4736	737.856	-1032.608	288.896	1264	
24510010	11984	-16736	4800	731.024	-1020.896	292.800	1392	
24514966	11792	-16608	4976	719.312	-1013.088	303.536	1472	
24519922	11584	-16608	5056	706.624	-1013.088	308.416	1456	
24524878	11472	-16624	5104	699.792	-1014.064	311.344	1488	
24529834	11408	-16720	5168	695.888	-1019.920	315.248	1472	
24534790	11456	-16800	5280	698.816	-1024.800	322.080	1488	
24539746	11536	-16768	5328	703.696	-1022.848	325.008	1472	
24544703	11744	-16560	5344	716.384	-1010.160	325.984	1536	
24549659	11984	-16448	5568	731.024	-1003.328	339.648	1536	
24554616	12096	-16208	5776	737.856	-988.688	352.336	1520	
24559572	12288	-16048	5952	749.568	-978.928	363.072	1616	
24564528	12336	-15696	6240	752.496	-957.456	380.640	1632	
24569484	12192	-15408	6496	743.712	-939.888	396.256	1696	
24574440	12160	-15200	6576	741.760	-927.200	401.136	1728	
24579396	12160	-14976	6640	741.760	-913.536	405.040	1632	
24584352	12160	-14960	6688	741.760	-912.560	407.968	1632	
24589305	12048	-14864	6720	734.928	-906.704	409.920	1504	
24594264	11840	-14736	6704	722.240	-898.896	408.944	1424	
24599219	11664	-14656	6816	711.504	-894.016	415.776	1392	
24604174	11536	-14480	6992	703.696	-883.280	426.512	1280	
24609131	11472	-14416	7200	699.792	-879.376	439.200	1232	
24614085	11344	-14112	7504	691.984	-860.832	457.744	1120	
24619041	11424	-13808	7712	696.864	-842.288	470.432	1104	
24623998	11488	-13296	7968	700.768	-811.056	486.048	1088	
24628954	11520	-13088	8288	702.720	-798.368	505.568	1024	
24633907	11568	-13040	8448	705.648	-795.440	515.328	1008	
24638866	11552	-12912	8560	704.672	-787.632	522.160	960	
24643822	11472	-12816	8656	699.792	-781.776	528.016	896	
24648779	11584	-12624	8720	706.624	-770.064	531.920	960	
24653735	11456	-12432	8816	698.816	-758.352	537.776	848	
24658692	11424	-12128	8960	696.864	-739.808	546.560	912	
24663648	11456	-11920	9136	698.816	-727.120	557.296	880	
24668603	11504	-11568	9264	701.744	-705.648	565.104	784	
24673560	11552	-11296	9488	704.672	-689.056	578.768	752	
24678516	11488	-11248	9856	700.768	-686.128	601.216	720	
24683472	11488	-11008	10208	700.768	-671.488	622.688	768	
24688428	11584	-10960	10464	706.624	-668.560	638.304	816	
24693384	11584	-10912	10752	706.624	-665.632	655.872	768	
24698339	11536	-10960	11104	703.696	-668.560	677.344	832	
24703298	11440	-10864	11520	697.840	-662.704	702.720	928	
24708254	11488	-10864	11728	700.768	-662.704	715.408	928	
24713210	11312	-10688	12032	690.032	-651.968	733.952	1024	
24718166	10992	-10512	12384	670.512	-641.232	755.424	1104	
24723122	10544	-10240	12832	643.184	-624.640	782.752	1216	
24728078	10192	-9888	13312	621.712	-603.168	812.032	1264	
24733033	10000	-9472	13728	610.000	-577.792	837.408	1392	
24737988	9728	-9104	14192	593.408	-555.344	865.712	1392	
24742946	9344	-8896	14752	569.984	-542.656	899.872	1488	
24747901	9056	-8864	15232	552.416	-540.704	929.152	1504	
24752857	9024	-8928	15776	550.464	-544.608	962.336	1584	
24757813	9072	-9040	16256	553.392	-551.440	991.616	1632	
24762768	9536	-9008	16400	581.696	-549.488	1000.400	1600	
24767725	9824	-9280	16448	599.264	-566.080	1003.328	1584	
24772681	10304	-9344	16384	628.544	-569.984	999.424	1536	
24777638	10576	-9440	16384	645.136	-575.840	999.424	1488	
24782594	10688	-9328	16416	651.968	-569.008	1001.376	1344	
24787549	10592	-9232	16512	646.112	-563.152	1007.232	1248	
24792504	10384	-9296	16832	633.424	-567.056	1026.752	1104	
24797459	10256	-9296	17168	625.616	-567.056	1047.248	912	
24802413	9984	-9296	17616	609.024	-567.056	1074.576	768	
24807369	9584	-9264	18192	584.624	-565.104	1109.712	624	
24812328	8880	-9296	18944	541.680	-567.056	1155.584	384	
24817284	8800	-9120	19936	536.800	-556.320	1216.096	176	
24822240	8720	-9024	20560	531.920	-550.464	1254.160	-48	
24827196	8736	-9120	20864	532.896	-556.320	1272.704	-288	
24832153	8752	-9120	21312	533.872	-556.320	1300.032	-608	
24837109	8064	-9376	22032	491.904	-571.936	1343.952	-880	
24842065	8048	-9296	22528	490.928	-567.056	1374.208	-1264	
24847020	8096	-9424	22336	493.856	-574.864	1362.496	-1600	
24851976	8512	-9808	21712	519.232	-598.288	1324.432	-1936	
24856932	8880	-10448	21312	541.680	-637.328	1300.032	-2320	
24861887	8960	-11248	21232	546.560	-686.128	1295.152	-2752	
24866842	8864	-12016	21216	540.704	-732.976	1294.176	-3056	
24871799	8688	-12528	20592	529.968	-764.208	1256.112	-3552	
24876754	8704	-12768	19776	530.944	-778.848	1206.336	-3920	
24881709	9040	-12752	18592	551.440	-777.872	1134.112	-4304	
24886665	9280	-12368	17184	566.080	-754.448	1048.224	-4640	
24891621	9536	-11808	16448	581.696	-720.288	1003.328	-5008	
24896578	10448	-10976	15584	637.328	-669.536	950.624	-5408	
24901533	12000	-9856	14640	732.000	-601.216	893.040	-5632	
24906490	13360	-8512	13584	814.960	-519.232	828.624	-6096	
24911445	13184	-6736	12784	804.224	-410.896	779.824	-6480	
24916401	11936	-5200	11664	728.096	-317.200	711.504	-6880	
24921357	9360	-3888	10272	570.960	-237.168	626.592	-7392	
24926313	5872	-2976	8784	358.192	-181.536	535.824	-7888	
24931269	1808	-2544	7680	110.288	-155.184	468.480	-8576	
24936223	-2016	-2576	6848	-122.976	-157.136	417.728	-9040	
24941182	-5728	-2944	5936	-349.408	-179.584	362.096	-9808	
24946138	-8064	-2960	4400	-491.904	-180.560	268.400	-10304	
24951094	-8048	-3008	2096	-490.928	-183.488	127.856	-10672	
24956050	-5840	-2304	-1104	-356.240	-140.544	-67.344	-11008	
24961006	-2752	-672	-4720	-167.872	-40.992	-287.920	-11120	
24965962	-64	1680	-7872	-3.904	102.480	-480.192	-11168	
24970919	1328	4560	-10448	81.008	278.160	-637.328	-11152	
24975876	1296	8096	-12752	79.056	493.856	-777.872	-10976	
24980834	688	10992	-15056	41.968	670.512	-918.416	-10864	
24985786	-464	13504	-17088	-28.304	823.744	-1042.368	-10512	
24990744	-960	14624	-18864	-58.560	892.064	-1150.704	-10144	
24995699	-1136	15056	-20304	-69.296	918.416	-1238.544	-9728	
25000655	-816	14320	-21424	-49.776	873.520	-1306.864	-9120	
25005610	-160	12752	-21856	-9.760	777.872	-1333.216	-8544	
25010565	656	10304	-21344	40.016	628.544	-1301.984	-7744	
25015521	1168	7328	-19408	71.248	447.008	-1183.888	-6960	
25020476	912	4208	-16096	55.632	256.688	-981.856	-6016	
25025434	-592	1488	-11248	-36.112	90.768	-686.128	-5344	
25030390	-2688	-176	-5616	-163.968	-10.736	-342.576	-4640	
25035346	-4240	-176	-144	-258.640	-10.736	-8.784	-3888	
25040300	-4640	1584	4848	-283.040	96.624	295.728	-3344	
25045258	-3952	4512	9312	-241.072	275.232	568.032	-2912	
25050211	-2752	7872	13248	-167.872	480.192	808.128	-2352	
25055170	-640	11216	15952	-39.040	684.176	973.072	-1920	
25060125	2192	14144	17152	133.712	862.784	1046.272	-1344	
25065081	5488	15936	17264	334.768	972.096	1053.104	-912	
25070037	8640	16608	16400	527.040	1013.088	1000.400	-368	
25074993	11584	16640	14912	706.624	1015.040	909.632	0	
25079950	13856	16032	12912	845.216	977.952	787.632	320	
25084905	15392	15168	10720	938.912	925.248	653.920	640	
25089860	15968	14080	8880	974.048	858.880	541.680	912	
25094818	15680	12816	7744	956.480	781.776	472.384	1040	
25099773	14544	12048	7600	887.184	734.928	463.600	1152	
25104729	13008	11680	8064	793.488	712.480	491.904	1120	
25109685	11504	11744	8944	701.744	716.384	545.584	1232	
25114641	10144	11952	10224	618.784	729.072	623.664	1088	
25119598	8832	12448	11584	538.752	759.328	706.624	1056	
25124553	7520	12864	12832	458.720	784.704	782.752	864	
25129510	6352	13216	13616	387.472	806.176	830.576	688	
