Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
10989944	6320	-15040	-672	385.520	-917.440	-40.992	528	
10994899	6144	-15248	-624	374.784	-930.128	-38.064	432	
10999856	6080	-15632	-496	370.880	-953.552	-30.256	416	
11004813	6032	-15888	-480	367.952	-969.168	-29.280	368	
11009769	6032	-15936	-496	367.952	-972.096	-30.256	304	
11014726	6016	-15648	-528	366.976	-954.528	-32.208	352	
11019682	6032	-15408	-560	367.952	-939.888	-34.160	272	
11024639	6144	-15232	-496	374.784	-929.152	-30.256	352	
11029594	6304	-14992	-448	384.544	-914.512	-27.328	320	
11034551	6432	-14640	-368	392.352	-893.040	-22.448	320	
11039506	6672	-14480	-320	406.992	-883.280	-19.520	352	
11044462	6912	-14448	-320	421.632	-881.328	-19.520	336	
11049419	7072	-14368	-352	431.392	-876.448	-21.472	352	
11054374	6992	-14480	-496	426.512	-883.280	-30.256	288	
11059330	6800	-14560	-544	414.800	-888.160	-33.184	304	
11064287	6576	-14736	-752	401.136	-898.896	-45.872	240	
11069243	6480	-15040	-928	395.280	-917.440	-56.608	240	
11074200	6432	-15280	-1024	392.352	-932.080	-62.464	240	
11079156	6384	-15488	-1008	389.424	-944.768	-61.488	240	
11084111	6464	-15584	-896	394.304	-950.624	-54.656	272	
11089065	6496	-15664	-720	396.256	-955.504	-43.920	288	
11094024	6656	-15632	-528	406.016	-953.552	-32.208	352	
11098981	6736	-15536	-288	410.896	-947.696	-17.568	320	
11103937	6928	-15392	-160	422.608	-938.912	-9.760	368	
11108893	7040	-15216	-96	429.440	-928.176	-5.856	496	
11113849	7088	-15056	-176	432.368	-918.416	-10.736	528	
11118805	7072	-14960	-240	431.392	-912.560	-14.640	592	
11123761	7104	-14832	-208	433.344	-904.752	-12.688	688	
11128718	7168	-14848	-272	437.248	-905.728	-16.592	688	
11133674	7040	-14832	-288	429.440	-904.752	-17.568	736	
11138629	7008	-14800	-288	427.488	-902.800	-17.568	848	
11143585	7040	-14800	-304	429.440	-902.800	-18.544	800	
11148541	6912	-14752	-240	421.632	-899.872	-14.640	864	
11153497	6688	-14640	-160	407.968	-893.040	-9.760	944	
11158453	6544	-14576	-80	399.184	-889.136	-4.880	864	
11163410	6400	-14640	-80	390.400	-893.040	-4.880	912	
11168365	6304	-14752	-64	384.544	-899.872	-3.904	816	
11173321	6192	-14960	-64	377.712	-912.560	-3.904	752	
11178277	6112	-15184	-240	372.832	-926.224	-14.640	592	
11183233	6080	-15280	-304	370.880	-932.080	-18.544	464	
11188188	5840	-15136	-432	356.240	-923.296	-26.352	576	
11193144	5904	-15184	-480	360.144	-926.224	-29.280	576	
11198101	5808	-15248	-480	354.288	-930.128	-29.280	624	
11203056	5792	-15280	-400	353.312	-932.080	-24.400	688	
11208012	5760	-15280	-336	351.360	-932.080	-20.496	752	
11212967	5712	-15328	-240	348.432	-935.008	-14.640	864	
11217923	5808	-15296	-192	354.288	-933.056	-11.712	800	
11222878	5840	-15200	-32	356.240	-927.200	-1.952	912	
11227834	5824	-15024	-48	355.264	-916.464	-2.928	896	
11232790	5888	-14800	-16	359.168	-902.800	-0.976	912	
11237746	5968	-14608	-48	364.048	-891.088	-2.928	864	
11242701	6016	-14608	-176	366.976	-891.088	-10.736	768	
11247660	5984	-14608	-288	365.024	-891.088	-17.568	720	
11252615	5968	-14640	-432	364.048	-893.040	-26.352	672	
11257571	6016	-14848	-480	366.976	-905.728	-29.280	656	
11262527	6080	-14992	-624	370.880	-914.512	-38.064	656	
11267484	6272	-15184	-544	382.592	-926.224	-33.184	560	
11272437	6368	-15184	-496	388.448	-926.224	-30.256	688	
11277395	6544	-15120	-464	399.184	-922.320	-28.304	576	
11282351	6720	-15120	-384	409.920	-922.320	-23.424	528	
11287306	6736	-14928	-288	410.896	-910.608	-17.568	544	
11292262	6736	-14864	-256	410.896	-906.704	-15.616	560	
11297218	6672	-14864	-144	406.992	-906.704	-8.784	560	
11302175	6704	-14816	-192	408.944	-903.776	-11.712	592	
11307129	6592	-14800	-256	402.112	-902.800	-15.616	592	
11312087	6464	-14816	-352	394.304	-903.776	-21.472	672	
11317040	6384	-14896	-368	389.424	-908.656	-22.448	672	
11321998	6272	-15008	-416	382.592	-915.488	-25.376	704	
11326954	6112	-15120	-432	372.832	-922.320	-26.352	688	
11331910	5984	-15200	-368	365.024	-927.200	-22.448	736	
11336866	6016	-15312	-416	366.976	-934.032	-25.376	768	
11341821	5904	-15184	-320	360.144	-926.224	-19.520	672	
11346775	5888	-15056	-336	359.168	-918.416	-20.496	752	
11351733	5968	-15056	-272	364.048	-918.416	-16.592	672	
11356689	5936	-14928	-368	362.096	-910.608	-22.448	608	
11361646	6096	-15008	-400	371.856	-915.488	-24.400	576	
11366602	6144	-14992	-432	374.784	-914.512	-26.352	576	
11371558	6256	-15024	-384	381.616	-916.464	-23.424	528	
11376515	6208	-15024	-400	378.688	-916.464	-24.400	576	
11381470	6208	-14896	-400	378.688	-908.656	-24.400	560	
11386427	6064	-14672	-352	369.904	-894.992	-21.472	528	
11391383	5856	-14608	-272	357.216	-891.088	-16.592	480	
11396339	5616	-14640	-256	342.576	-893.040	-15.616	480	
11401294	5552	-14624	-112	338.672	-892.064	-6.832	336	
11406249	5408	-14576	-64	329.888	-889.136	-3.904	352	
11411204	5376	-14784	-64	327.936	-901.824	-3.904	288	
11416161	5344	-14928	-160	325.984	-910.608	-9.760	176	
11421117	5312	-14960	-288	324.032	-912.560	-17.568	96	
11426073	5296	-14880	-464	323.056	-907.680	-28.304	32	
11431028	5264	-14768	-576	321.104	-900.848	-35.136	-96	
11435983	5344	-14480	-608	325.984	-883.280	-37.088	-192	
11440940	5456	-14064	-720	332.816	-857.904	-43.920	-240	
11445895	5696	-13840	-944	347.456	-844.240	-57.584	-336	
11450852	5952	-14064	-1072	363.072	-857.904	-65.392	-416	
11455807	5984	-14496	-1168	365.024	-884.256	-71.248	-576	
11460764	5936	-15056	-1072	362.096	-918.416	-65.392	-624	
11465720	5792	-15440	-912	353.312	-941.840	-55.632	-832	
11470676	5728	-15392	-864	349.408	-938.912	-52.704	-960	
11475632	5648	-15312	-784	344.528	-934.032	-47.824	-1088	
11480589	5456	-15328	-736	332.816	-935.008	-44.896	-1248	
11485544	5440	-15440	-736	331.840	-941.840	-44.896	-1360	
11490499	5440	-15648	-624	331.840	-954.528	-38.064	-1504	
11495455	5648	-15968	-480	344.528	-974.048	-29.280	-1632	
11500410	5760	-16224	-272	351.360	-989.664	-16.592	-1632	
11505367	5552	-16496	-208	338.672	-1006.256	-12.688	-1728	
11510322	5760	-16752	-208	351.360	-1021.872	-12.688	-1872	
11515279	5792	-16800	-336	353.312	-1024.800	-20.496	-1840	
11520235	5824	-16688	-480	355.264	-1017.968	-29.280	-1952	
11525191	5984	-16400	-624	365.024	-1000.400	-38.064	-2016	
11530147	6032	-16080	-704	367.952	-980.880	-42.944	-2032	
11535103	6016	-15728	-720	366.976	-959.408	-43.920	-2064	
11540060	6288	-15616	-880	383.568	-952.576	-53.680	-2256	
11545016	6576	-15728	-1008	401.136	-959.408	-61.488	-2272	
11549973	6848	-15840	-1024	417.728	-966.240	-62.464	-2352	
11554929	6992	-16112	-960	426.512	-982.832	-58.560	-2352	
11559884	6928	-16560	-800	422.608	-1010.160	-48.800	-2320	
11564839	7136	-16976	-544	435.296	-1035.536	-33.184	-2352	
11569797	7216	-17232	-240	440.176	-1051.152	-14.640	-2272	
11574753	7312	-17360	32	446.032	-1058.960	1.952	-2224	
11579710	7360	-17328	512	448.960	-1057.008	31.232	-2096	
11584666	7440	-17296	800	453.840	-1055.056	48.800	-1984	
11589621	7488	-17264	1216	456.768	-1053.104	74.176	-1808	
11594575	7568	-17360	1536	461.648	-1058.960	93.696	-1632	
11599532	7664	-17440	1824	467.504	-1063.840	111.264	-1472	
11604488	7808	-17456	2112	476.288	-1064.816	128.832	-1248	
11609445	8016	-17424	2272	488.976	-1062.864	138.592	-1088	
11614401	8400	-17376	2320	512.400	-1059.936	141.520	-880	
11619357	8784	-17344	2304	535.824	-1057.984	140.544	-624	
11624314	9232	-17344	2224	563.152	-1057.984	135.664	-432	
11629271	9424	-17296	2160	574.864	-1055.056	131.760	-256	
11634227	9568	-17120	2224	583.648	-1044.320	135.664	-16	
11639183	9584	-17008	2192	584.624	-1037.488	133.712	208	
11644139	9536	-17168	2352	581.696	-1047.248	143.472	400	
11649094	9600	-17328	2512	585.600	-1057.008	153.232	640	
11654050	9520	-17520	2768	580.720	-1068.720	168.848	928	
11659004	9472	-17456	3088	577.792	-1064.816	188.368	1088	
11663962	9440	-17440	3328	575.840	-1063.840	203.008	1280	
11668918	9440	-17616	3520	575.840	-1074.576	214.720	1424	
11673873	9456	-17792	3616	576.816	-1085.312	220.576	1616	
11678831	9488	-17920	3648	578.768	-1093.120	222.528	1776	
11683787	9472	-17904	3584	577.792	-1092.144	218.624	1920	
11688743	9616	-17872	3472	586.576	-1090.192	211.792	2112	
11693698	9936	-18064	3200	606.096	-1101.904	195.200	2176	
11698654	10304	-18384	3136	628.544	-1121.424	191.296	2208	
11703612	10736	-18608	3072	654.896	-1135.088	187.392	2288	
11708568	11136	-18720	3200	679.296	-1141.920	195.200	2320	
11713524	11392	-18960	3472	694.912	-1156.560	211.792	2304	
11718479	11504	-18928	3744	701.744	-1154.608	228.384	2368	
11723434	11744	-18640	3952	716.384	-1137.040	241.072	2464	
11728390	11952	-18336	4208	729.072	-1118.496	256.688	2448	
11733345	12192	-18080	4400	743.712	-1102.880	268.400	2448	
11738301	12112	-17808	4768	738.832	-1086.288	290.848	2448	
11743256	12176	-17536	4960	742.736	-1069.696	302.560	2384	
11748213	12048	-17424	5072	734.928	-1062.864	309.392	2336	
11753169	12080	-17424	5248	736.880	-1062.864	320.128	2192	
11758124	12064	-17504	5328	735.904	-1067.744	325.008	2064	
11763077	12032	-17536	5296	733.952	-1069.696	323.056	1968	
11768035	12096	-17664	5280	737.856	-1077.504	322.080	1904	
11772992	12160	-17808	5184	741.760	-1086.288	316.224	1664	
11777948	12240	-17680	5296	746.640	-1078.480	323.056	1616	
11782903	12224	-17392	5376	745.664	-1060.912	327.936	1472	
11787858	12192	-17152	5616	743.712	-1046.272	342.576	1472	
11792815	12176	-17072	5968	742.736	-1041.392	364.048	1408	
11797771	12368	-16864	6336	754.448	-1028.704	386.496	1280	
11802726	12528	-16528	6800	764.208	-1008.208	414.800	1296	
11807684	12704	-16128	7184	774.944	-983.808	438.224	1120	
11812641	12880	-15968	7376	785.680	-974.048	449.936	976	
11817596	13056	-15728	7584	796.416	-959.408	462.624	848	
11822550	13056	-15520	7776	796.416	-946.720	474.336	784	
11827505	12992	-15344	8016	792.512	-935.984	488.976	704	
11832461	13072	-15088	8016	797.392	-920.368	488.976	592	
11837416	12928	-14992	8048	788.608	-914.512	490.928	576	
11842371	12832	-14880	8016	782.752	-907.680	488.976	480	
11847326	12752	-14768	8096	777.872	-900.848	493.856	528	
11852281	12640	-14640	8144	771.040	-893.040	496.784	608	
11857238	12592	-14416	8240	768.112	-879.376	502.640	688	
11862193	12544	-14128	8224	765.184	-861.808	501.664	672	
11867150	12608	-13744	8320	769.088	-838.384	507.520	768	
11872106	12560	-13472	8368	766.160	-821.792	510.448	832	
11877062	12624	-13184	8624	770.064	-804.224	526.064	880	
11882019	12432	-13072	8912	758.352	-797.392	543.632	928	
11886974	12144	-12880	9248	740.784	-785.680	564.128	1008	
11891930	12064	-12752	9536	735.904	-777.872	581.696	1072	
11896886	11904	-12528	9936	726.144	-764.208	606.096	1136	
11901841	11712	-12224	10192	714.432	-745.664	621.712	1200	
11906797	11728	-11920	10368	715.408	-727.120	632.448	1216	
11911753	11520	-11600	10656	702.720	-707.600	650.016	1152	
11916708	11296	-11408	10816	689.056	-695.888	659.776	1104	
11921665	11280	-11248	11136	688.080	-686.128	679.296	1120	
11926620	11088	-10944	11328	676.368	-667.584	691.008	1088	
11931576	11184	-10576	11328	682.224	-645.136	691.008	1040	
11936532	11072	-10432	11328	675.392	-636.352	691.008	1056	
11941488	10896	-10192	11456	664.656	-621.712	698.816	1008	
11946443	10704	-10000	11728	652.944	-610.000	715.408	1040	
11951401	10240	-9712	12176	624.640	-592.432	742.736	1104	
11956356	10304	-9424	12464	628.544	-574.864	760.304	1136	
11961312	10448	-9424	12832	637.328	-574.864	782.752	1200	
11966268	10720	-9216	13024	653.920	-562.176	794.464	1328	
11971224	10928	-9168	13424	666.608	-559.248	818.864	1392	
11976180	10896	-9072	13840	664.656	-553.392	844.240	1568	
11981133	10800	-8944	14192	658.800	-545.584	865.712	1600	
11986091	10752	-8784	14576	655.872	-535.824	889.136	1664	
11991047	10448	-8672	14912	637.328	-528.992	909.632	1712	
11996003	10192	-8624	15312	621.712	-526.064	934.032	1728	
12000959	9744	-8560	15840	594.384	-522.160	966.240	1712	
12005914	9296	-8496	16352	567.056	-518.256	997.472	1664	
12010868	9024	-8480	16720	550.464	-517.280	1019.920	1600	
12015826	8432	-8672	17040	514.352	-528.992	1039.440	1616	
12020781	7904	-8560	17440	482.144	-522.160	1063.840	1440	
12025738	7440	-8672	17904	453.840	-528.992	1092.144	1232	
12030694	7168	-8608	18560	437.248	-525.088	1132.160	1024	
12035650	7184	-8704	19088	438.224	-530.944	1164.368	832	
12040606	7184	-8928	19440	438.224	-544.608	1185.840	608	
12045561	7376	-9136	19520	449.936	-557.296	1190.720	256	
12050515	7344	-9200	19840	447.984	-561.200	1210.240	-80	
12055473	7440	-9280	20192	453.840	-566.080	1231.712	-464	
12060429	7040	-9488	20416	429.440	-578.768	1245.376	-848	
12065385	9216	-9168	19104	562.176	-559.248	1165.344	-1296	
12070341	10176	-8912	18624	620.736	-543.632	1136.064	-1664	
12075297	9856	-9280	18464	601.216	-566.080	1126.304	-2144	
12080253	10688	-9408	17872	651.968	-573.888	1090.192	-2512	
12085208	10720	-9280	17872	653.920	-566.080	1090.192	-2928	
12090164	9984	-9504	18560	609.024	-579.744	1132.160	-3360	
12095120	9136	-9632	18976	557.296	-587.552	1157.536	-3776	
12100076	8624	-9936	18688	526.064	-606.096	1139.968	-4224	
12105031	8640	-10080	17792	527.040	-614.880	1085.312	-4608	
12109987	8512	-9808	16560	519.232	-598.288	1010.160	-5088	
12114941	8464	-9424	15120	516.304	-574.864	922.320	-5456	
12119899	8112	-8912	14016	494.832	-543.632	854.976	-5872	
12124855	7456	-8032	13072	454.816	-489.952	797.392	-6368	
12129812	6976	-6592	11504	425.536	-402.112	701.744	-6784	
12134768	7072	-4960	9648	431.392	-302.560	588.528	-7232	
12139723	8128	-3216	7488	495.808	-196.176	456.768	-7616	
12144680	9312	-1472	5136	568.032	-89.792	313.296	-8096	
12149635	9424	-48	3136	574.864	-2.928	191.296	-8544	
12154589	8064	992	1296	491.904	60.512	79.056	-8848	
12159547	5408	1056	32	329.888	64.416	1.952	-9248	
12164502	1936	144	-80	118.096	8.784	-4.880	-9552	
12169459	-1776	-1376	752	-108.336	-83.936	45.872	-9728	
12174415	-4912	-3104	1584	-299.632	-189.344	96.624	-10048	
12179372	-6288	-4416	1712	-383.568	-269.376	104.432	-10224	
12184328	-5632	-4368	576	-343.552	-266.448	35.136	-10336	
12189284	-3472	-2880	-1552	-211.792	-175.680	-94.672	-10176	
12194240	224	-1440	-4336	13.664	-87.840	-264.496	-10272	
12199195	1840	1520	-6176	112.240	92.720	-376.736	-10064	
12204152	2656	4864	-7392	162.016	296.704	-450.912	-9744	
12209109	2896	8288	-7872	176.656	505.568	-480.192	-9520	
12214064	2416	11392	-8048	147.376	694.912	-490.928	-9264	
12219021	1008	13568	-7568	61.488	827.648	-461.648	-9024	
12223977	-864	14528	-6624	-52.704	886.208	-404.064	-8720	
12228932	-3248	14560	-5600	-198.128	888.160	-341.600	-8512	
12233887	-5984	13584	-4192	-365.024	828.624	-255.712	-8288	
12238842	-8640	11808	-2944	-527.040	720.288	-179.584	-7792	
12243798	-10800	9728	-1744	-658.800	593.408	-106.384	-7488	
12248755	-11840	7584	-1056	-722.240	462.624	-64.416	-7120	
12253711	-11312	5824	-560	-690.032	355.264	-34.160	-6720	
12258667	-9184	4688	16	-560.224	285.968	0.976	-6208	
12263622	-6112	4848	656	-372.832	295.728	40.016	-5632	
12268577	-3024	5792	1520	-184.464	353.312	92.720	-5136	
12273533	240	7200	2720	14.640	439.200	165.920	-4464	
12278488	3568	8912	4032	217.648	543.632	245.952	-3936	
12283444	6656	10400	5680	406.016	634.400	346.480	-3344	
12288400	9312	11568	7504	568.032	705.648	457.744	-2768	
12293356	11680	12480	9408	712.480	761.280	573.888	-2320	
12298313	13584	13056	11104	828.624	796.416	677.344	-1904	
12303269	14960	13392	12304	912.560	816.912	750.544	-1600	
12308224	15648	13392	12880	954.528	816.912	785.680	-1440	
12313180	14992	13424	12672	914.512	818.864	772.992	-1232	
12318137	12880	13040	12064	785.680	795.440	735.904	-1184	
12323094	9952	12496	11296	607.072	762.256	689.056	-1120	
12328050	7024	11984	10176	428.464	731.024	620.736	-1152	
12333007	4320	11456	9296	263.520	698.816	567.056	-1296	
12337964	1872	10928	8688	114.192	666.608	529.968	-1216	
12342920	-160	10384	8512	-9.760	633.424	519.232	-1424	
12347877	-1680	9968	8384	-102.480	608.048	511.424	-1488	
12352833	-2608	9584	8384	-159.088	584.624	511.424	-1616	
12357788	-2832	9088	8368	-172.752	554.368	510.448	-1584	
12362742	-2512	8640	8704	-153.232	527.040	530.944	-1584	
12367700	-1680	8032	9072	-102.480	489.952	553.392	-1568	
12372655	-352	7408	9488	-21.472	451.888	578.768	-1424	
12377612	1088	6848	10000	66.368	417.728	610.000	-1408	
12382569	2496	6400	10560	152.256	390.400	644.160	-1184	
12387525	3824	6336	11104	233.264	386.496	677.344	-1056	
12392481	5056	6592	11392	308.416	402.112	694.912	-960	
12397436	5888	7248	11616	359.168	442.128	708.576	-816	
12402393	6480	7936	11680	395.280	484.096	712.480	-656	
12407348	6624	8768	11632	404.064	534.848	709.552	-512	
12412303	6480	9424	11520	395.280	574.864	702.720	-416	
12417260	5840	9824	11264	356.240	599.264	687.104	-400	
12422217	5312	10016	10976	324.032	610.976	669.536	-240	
12427170	4736	9968	10656	288.896	608.048	650.016	-208	
12432128	4160	9632	10416	253.760	587.552	635.376	-256	
12437083	3792	9152	10464	231.312	558.272	638.304	-208	
12442040	3648	8512	10560	222.528	519.232	644.160	-208	
12446996	3696	7952	10768	225.456	485.072	656.848	-160	
12451952	3840	7296	11216	234.240	445.056	684.176	-160	
12456908	4160	6784	11808	253.760	413.824	720.288	-112	
12461863	4320	6544	12464	263.520	399.184	760.304	-32	
12466818	4480	6528	13024	273.280	398.208	794.464	-32	
12471776	4576	6816	13136	279.136	415.776	801.296	128	
12476732	4624	7312	13120	282.064	446.032	800.320	128	
12481688	4704	7888	12928	286.944	481.168	788.608	160	
12486645	4880	8448	12624	297.680	515.328	770.064	240	
12491600	5040	8832	12544	307.440	538.752	765.184	240	
12496556	5168	9088	12544	315.248	554.368	765.184	336	
12501512	5360	9376	12432	326.960	571.936	758.352	352	
12506468	5648	9472	12224	344.528	577.792	745.664	448	
12511424	5888	9552	12144	359.168	582.672	740.784	416	
12516380	5920	9456	12240	361.120	576.816	746.640	448	
12521336	6048	9072	12352	368.928	553.392	753.472	576	
12526292	6144	8784	12352	374.784	535.824	753.472	496	
12531248	6224	8480	12192	379.664	517.280	743.712	512	
12536205	6384	8144	12144	389.424	496.784	740.784	592	
12541161	6496	7872	12256	396.256	480.192	747.616	576	
12546118	6432	7728	12352	392.352	471.408	753.472	560	
12551075	6320	7744	12368	385.520	472.384	754.448	560	
12556031	6176	7872	12128	376.736	480.192	739.808	672	
12560988	5936	8112	11904	362.096	494.832	726.144	640	
12565944	5584	8432	11776	340.624	514.352	718.336	608	
12570900	5376	8608	11600	327.936	525.088	707.600	656	
12575856	5280	8720	11392	322.080	531.920	694.912	576	
12580814	5136	8768	11200	313.296	534.848	683.200	624	
12585770	5184	8688	11040	316.224	529.968	673.440	592	
12590726	5088	8544	11088	310.368	521.184	676.368	656	
12595682	4944	8288	11040	301.584	505.568	673.440	576	
12600638	4752	7936	11040	289.872	484.096	673.440	528	
12605594	4656	7632	11168	284.016	465.552	681.248	688	
12610551	4720	7248	11248	287.920	442.128	686.128	656	
12615507	4880	6736	11344	297.680	410.896	691.984	640	
12620462	5120	6224	11456	312.320	379.664	698.816	720	
12625418	5296	5952	11408	323.056	363.072	695.888	672	
12630373	5552	5776	11232	338.672	352.336	685.152	752	
12635330	5728	5792	10912	349.408	353.312	665.632	736	
12640286	5840	6032	10608	356.240	367.952	647.088	800	
12645242	5888	6336	10336	359.168	386.496	630.496	912	
12650198	5856	6768	9888	357.216	412.848	603.168	928	
12655154	5824	7280	9488	355.264	444.080	578.768	1040	
12660110	5712	7680	9040	348.432	468.480	551.440	1040	
12665066	5584	8064	8528	340.624	491.904	520.208	1120	
12670022	5424	8320	8128	330.864	507.520	495.808	1184	
12674977	5216	8448	7888	318.176	515.328	481.168	1136	
12679933	4896	8288	8128	298.656	505.568	495.808	1232	
12684888	4784	7824	8640	291.824	477.264	527.040	1216	
12689844	4752	7296	9440	289.872	445.056	575.840	1392	
12694800	4736	6624	10368	288.896	404.064	632.448	1344	
12699757	5024	6064	11104	306.464	369.904	677.344	1376	
12704712	5280	5648	11728	322.080	344.528	715.408	1424	
12709669	5632	5376	11936	343.552	327.936	728.096	1520	
12714623	5760	5248	11792	351.360	320.128	719.312	1584	
12719581	5632	5440	11392	343.552	331.840	694.912	1632	
12724536	5248	5584	10992	320.128	340.624	670.512	1712	
12729492	4784	5872	10496	291.824	358.192	640.256	1808	
12734448	4592	6224	9760	280.112	379.664	595.360	1808	
