Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	Quat x	Quat y	Quat z	Quat w	
5931739	-3176	666	1389	-774.944	162.504	338.916	-244	23	180	-17.080	1.610	12.600	37	25.145	-0.398234	0.271362	0.836068	0.261836	
5941095	-3342	629	1404	-815.448	153.476	342.576	-189	-15	189	-13.230	-1.050	13.230	37	25.145	-0.398429	0.270640	0.836662	0.260384	
5950450	-3423	634	1284	-835.212	154.696	313.296	-114	-97	206	-7.980	-6.790	14.420	38	25.148	-0.398346	0.270144	0.837268	0.259074	
5959804	-3359	778	1173	-819.596	189.832	286.212	-26	-162	222	-1.820	-11.340	15.540	38	25.148	-0.397732	0.269924	0.837969	0.257978	
5969159	-3249	908	1236	-792.756	221.552	301.584	34	-190	233	2.380	-13.300	16.310	49	25.191	-0.396652	0.270064	0.838703	0.257106	
5978515	-3085	949	1242	-752.740	231.556	303.048	19	-209	237	1.330	-14.630	16.590	49	25.191	-0.395331	0.270476	0.839423	0.256359	
5987871	-2894	917	1241	-706.136	223.748	302.804	-18	-239	234	-1.260	-16.730	16.380	48	25.188	-0.393934	0.270796	0.840211	0.255588	
5997226	-2875	776	1362	-701.500	189.344	332.328	-38	-278	246	-2.660	-19.460	17.220	48	25.188	-0.392450	0.270887	0.841117	0.254793	
6006582	-2985	575	1380	-728.340	140.300	336.720	-93	-317	249	-6.510	-22.190	17.430	36	25.141	-0.390788	0.270850	0.842156	0.253955	
6015937	-3141	448	1328	-766.404	109.312	324.032	-103	-363	264	-7.210	-25.410	18.480	36	25.141	-0.389011	0.270498	0.843366	0.253039	
6025292	-3185	424	1328	-777.140	103.456	324.032	-23	-426	304	-1.610	-29.820	21.280	32	25.125	-0.387001	0.270063	0.844711	0.252098	
6034647	-3062	524	1295	-747.128	127.856	315.980	65	-486	325	4.550	-34.020	22.750	32	25.125	-0.384507	0.270009	0.846123	0.251236	
6044003	-2845	715	1307	-694.180	174.460	318.908	142	-546	328	9.940	-38.220	22.960	49	25.191	-0.381561	0.270338	0.847552	0.250556	
6053357	-2734	915	1439	-667.096	223.260	351.116	202	-583	339	14.140	-40.810	23.730	49	25.191	-0.378204	0.270957	0.848987	0.250119	
6062713	-2670	1001	1322	-651.480	244.244	322.568	168	-595	342	11.760	-41.650	23.940	45	25.176	-0.374560	0.271834	0.850411	0.249812	
6072069	-2658	1022	1363	-648.552	249.368	332.572	89	-561	324	6.230	-39.270	22.680	45	25.176	-0.370894	0.272531	0.851905	0.249432	
6081424	-2678	1065	1391	-653.432	259.860	339.404	32	-517	284	2.240	-36.190	19.880	43	25.168	-0.367530	0.272849	0.853411	0.248915	
6090779	-2699	1105	1479	-658.556	269.620	360.876	7	-499	233	0.490	-34.930	16.310	43	25.168	-0.364518	0.272865	0.854846	0.248402	
6100134	-2638	1165	1501	-643.672	284.260	366.244	-7	-505	169	-0.490	-35.350	11.830	48	25.188	-0.361706	0.272675	0.856201	0.248055	
6109490	-2630	1272	1574	-641.720	310.368	384.056	-41	-498	113	-2.870	-34.860	7.910	48	25.188	-0.358980	0.272273	0.857491	0.248000	
6118845	-2603	1369	1604	-635.132	334.036	391.376	-124	-493	66	-8.680	-34.510	4.620	34	25.133	-0.356421	0.271597	0.858733	0.248136	
6128200	-2685	1493	1677	-655.140	364.292	409.188	-204	-500	21	-14.280	-35.000	1.470	34	25.133	-0.354074	0.270423	0.860019	0.248323	
6137555	-2470	1621	1221	-602.680	395.524	297.924	-304	-547	-38	-21.280	-38.290	-2.660	34	25.133	-0.351872	0.268752	0.861371	0.248579	
6146910	-2389	1632	1271	-582.916	398.208	310.124	-443	-505	-138	-31.010	-35.350	-9.660	34	25.133	-0.349668	0.266401	0.862878	0.248993	
6156265	-2311	1527	1358	-563.884	372.588	331.352	-586	-461	-283	-41.020	-32.270	-19.810	31	25.121	-0.348016	0.263221	0.864359	0.249555	
6165621	-2214	1339	1280	-540.216	326.716	312.320	-703	-424	-412	-49.210	-29.680	-28.840	31	25.121	-0.346997	0.259104	0.865744	0.250478	
6174976	-2187	1040	1325	-533.628	253.760	323.300	-830	-397	-514	-58.100	-27.790	-35.980	36	25.141	-0.346511	0.254199	0.867024	0.251747	
6184331	-2326	753	1626	-567.544	183.732	396.744	-906	-407	-582	-63.420	-28.490	-40.740	36	25.141	-0.346478	0.248494	0.868261	0.253222	
6193686	-2421	570	1599	-590.724	139.080	390.156	-948	-458	-603	-66.360	-32.060	-42.210	33	25.129	-0.346589	0.242253	0.869492	0.254888	
6203042	-2387	345	1631	-582.428	84.180	397.964	-997	-501	-601	-69.790	-35.070	-42.070	33	25.129	-0.346520	0.235676	0.870812	0.256634	
6212398	-2407	182	2011	-587.308	44.408	490.684	-958	-528	-610	-67.060	-36.960	-42.700	34	25.133	-0.346290	0.228784	0.872242	0.258318	
6221751	-2309	232	2218	-563.396	56.608	541.192	-872	-576	-622	-61.040	-40.320	-43.540	34	25.133	-0.345861	0.222018	0.873617	0.260147	
6231108	-2167	442	2108	-528.748	107.848	514.352	-856	-595	-621	-59.920	-41.650	-43.470	38	25.148	-0.345062	0.215574	0.874915	0.262253	
6240463	-2363	670	2100	-576.572	163.480	512.400	-859	-598	-625	-60.130	-41.860	-43.750	38	25.148	-0.344127	0.209174	0.876191	0.264396	
6249817	-2757	789	1980	-672.708	192.516	483.120	-912	-614	-703	-63.840	-42.980	-49.210	42	25.164	-0.343170	0.202736	0.877428	0.266544	
6259172	-3119	721	1767	-761.036	175.924	431.148	-1078	-572	-845	-75.460	-40.040	-59.150	42	25.164	-0.342285	0.195845	0.878594	0.268984	
6268528	-3234	409	1650	-789.096	99.796	402.600	-1299	-535	-984	-90.930	-37.450	-68.880	42	25.164	-0.342004	0.187894	0.879588	0.271748	
6277882	-3008	-49	1667	-733.952	-11.956	406.748	-1432	-547	-1083	-100.240	-38.290	-75.810	42	25.164	-0.342372	0.178603	0.880458	0.274716	
6287239	-2656	-466	1886	-648.064	-113.704	460.184	-1455	-570	-1151	-101.850	-39.900	-80.570	45	25.176	-0.342953	0.168412	0.881239	0.277906	
6296595	-2409	-739	2206	-587.796	-180.316	538.264	-1424	-646	-1195	-99.680	-45.220	-83.650	45	25.176	-0.343480	0.157915	0.881874	0.281382	
6305950	-2268	-721	2384	-553.392	-175.924	581.696	-1314	-782	-1184	-91.980	-54.740	-82.880	43	25.168	-0.343571	0.147346	0.882450	0.285173	
6315305	-2440	-482	2509	-595.360	-117.608	612.196	-1193	-881	-1123	-83.510	-61.670	-78.610	43	25.168	-0.342745	0.137113	0.883108	0.289205	
6324661	-2896	-193	2580	-706.624	-47.092	629.520	-1109	-932	-1067	-77.630	-65.240	-74.690	38	25.148	-0.341131	0.127431	0.883863	0.293209	
6334017	-3244	-51	2465	-791.536	-12.444	601.460	-1135	-940	-1089	-79.450	-65.800	-76.230	38	25.148	-0.339041	0.118183	0.884652	0.297099	
6343372	-3415	-162	2505	-833.260	-39.528	611.220	-1248	-888	-1200	-87.360	-62.160	-84.000	35	25.137	-0.336933	0.108734	0.885343	0.301023	
6352727	-3214	-431	2460	-784.216	-105.164	600.240	-1336	-855	-1333	-93.520	-59.850	-93.310	35	25.137	-0.337201	0.099121	0.885012	0.304988	
6362082	-2863	-798	2701	-698.572	-194.712	659.044	-1385	-846	-1431	-96.950	-59.220	-100.170	39	25.152	-0.337825	0.088405	0.884335	0.309522	
6371437	-2582	-1083	2908	-630.008	-264.252	709.552	-1327	-895	-1471	-92.890	-62.650	-102.970	39	25.152	-0.337959	0.076395	0.883575	0.314701	
6380792	-2487	-1185	2941	-606.828	-289.140	717.604	-1221	-964	-1482	-85.470	-67.480	-103.740	38	25.148	-0.337166	0.063890	0.882830	0.320377	
6390147	-2717	-1122	2963	-662.948	-273.768	722.972	-1169	-1008	-1498	-81.830	-70.560	-104.860	38	25.148	-0.335673	0.051702	0.882035	0.326281	
6399503	-3087	-957	2877	-753.228	-233.508	701.988	-1172	-1069	-1486	-82.040	-74.830	-104.020	49	25.191	-0.334096	0.040203	0.881068	0.332080	
6408858	-3342	-926	2673	-815.448	-225.944	652.212	-1279	-1101	-1474	-89.530	-77.070	-103.180	49	25.191	-0.332718	0.029411	0.879990	0.337409	
6418213	-3352	-1087	2556	-817.888	-265.228	623.664	-1447	-1096	-1502	-101.290	-76.720	-105.140	41	25.160	-0.331965	0.018497	0.878732	0.342169	
6427569	-2998	-1395	2640	-731.512	-340.380	644.160	-1598	-1100	-1550	-111.860	-77.000	-108.500	41	25.160	-0.331807	0.006602	0.877209	0.346639	
6436924	-2492	-1775	3033	-608.048	-433.100	740.052	-1661	-1101	-1573	-116.270	-77.070	-110.110	49	25.191	-0.331464	-0.006804	0.875520	0.351204	
6446279	-1911	-2122	3288	-466.284	-517.768	802.272	-1634	-1074	-1578	-114.380	-75.180	-110.460	49	25.191	-0.330093	-0.021428	0.873837	0.356065	
6455635	-1433	-2428	3457	-349.652	-592.432	843.508	-1536	-1005	-1613	-107.520	-70.350	-112.910	46	25.180	-0.327744	-0.036694	0.872061	0.361305	
6464990	-1289	-2564	3442	-314.516	-625.616	839.848	-1370	-960	-1662	-95.900	-67.200	-116.340	46	25.180	-0.324738	-0.052009	0.869972	0.367128	
6474345	-1544	-2551	3298	-376.736	-622.444	804.712	-1234	-986	-1680	-86.380	-69.020	-117.600	42	25.164	-0.321449	-0.066570	0.867502	0.373461	
6483700	-2129	-2467	3055	-519.476	-601.948	745.420	-1177	-1021	-1648	-82.390	-71.470	-115.360	42	25.164	-0.318272	-0.080058	0.864790	0.379770	
6493056	-2665	-2310	2835	-650.260	-563.640	691.740	-1199	-1047	-1588	-83.930	-73.290	-111.160	44	25.172	-0.315928	-0.092404	0.861916	0.385417	
6502411	-2826	-2179	2585	-689.544	-531.676	630.740	-1298	-1074	-1544	-90.860	-75.180	-108.080	44	25.172	-0.312548	-0.103473	0.859604	0.390488	
6511767	-2583	-2159	2417	-630.252	-526.796	589.748	-1466	-1098	-1544	-102.620	-76.860	-108.080	41	25.160	-0.311762	-0.114924	0.856626	0.394439	
6521123	-2130	-2327	2517	-519.720	-567.788	614.148	-1670	-1124	-1572	-116.900	-78.680	-110.040	41	25.160	-0.311147	-0.127313	0.853458	0.397973	
6530478	-1661	-2652	2797	-405.284	-647.088	682.468	-1824	-1140	-1586	-127.680	-79.800	-111.020	40	25.156	-0.310045	-0.141290	0.850028	0.401441	
6539833	-1221	-2965	2991	-297.924	-723.460	729.804	-1846	-1137	-1582	-129.220	-79.590	-110.740	40	25.156	-0.308149	-0.156660	0.846344	0.404967	
6549188	-827	-3214	3229	-201.788	-784.216	787.876	-1722	-1121	-1595	-120.540	-78.470	-111.650	39	25.152	-0.305489	-0.172597	0.842433	0.408640	
6558543	-601	-3277	3180	-146.644	-799.588	775.920	-1498	-1105	-1633	-104.860	-77.350	-114.310	39	25.152	-0.302507	-0.186268	0.838875	0.412161	
6567898	-591	-3200	3061	-144.204	-780.800	746.884	-1275	-1120	-1673	-89.250	-78.400	-117.110	37	25.145	-0.298971	-0.198854	0.835261	0.416181	
6577254	-774	-3082	2829	-188.856	-752.008	690.276	-1114	-1142	-1701	-77.980	-79.940	-119.070	37	25.145	-0.293992	-0.212239	0.831182	0.421253	
6586609	-1020	-2980	2565	-248.880	-727.120	625.860	-1073	-1151	-1746	-75.110	-80.570	-122.220	24	25.094	-0.288990	-0.224560	0.827096	0.426338	
6595964	-1144	-2865	2364	-279.136	-699.060	576.816	-1128	-1165	-1804	-78.960	-81.550	-126.280	24	25.094	-0.284487	-0.236368	0.822809	0.431251	
6605318	-1116	-2799	2243	-272.304	-682.956	547.292	-1285	-1190	-1859	-89.950	-83.300	-130.130	34	25.133	-0.280420	-0.248202	0.818217	0.435975	
6614675	-990	-2895	2230	-241.560	-706.380	544.120	-1565	-1200	-1922	-109.550	-84.000	-134.540	34	25.133	-0.276650	-0.260719	0.813192	0.440459	
6624031	-900	-3179	2505	-219.600	-775.676	611.220	-1856	-1209	-1966	-129.920	-84.630	-137.620	41	25.160	-0.273264	-0.274664	0.807425	0.444685	
6633386	-848	-3587	2962	-206.912	-875.228	722.728	-2068	-1228	-1962	-144.760	-85.960	-137.340	41	25.160	-0.270101	-0.289840	0.800991	0.448604	
6642742	-767	-3972	3144	-187.148	-969.168	767.136	-2131	-1237	-1913	-149.170	-86.590	-133.910	40	25.156	-0.266490	-0.305434	0.794307	0.452287	
6652097	-790	-4272	3270	-192.760	-1042.368	797.880	-2039	-1233	-1866	-142.730	-86.310	-130.620	40	25.156	-0.263002	-0.321166	0.787402	0.455494	
6661450	-781	-4460	3255	-190.564	-1088.240	794.220	-1788	-1234	-1830	-125.160	-86.380	-128.100	38	25.148	-0.259298	-0.336304	0.780539	0.458494	
6670807	-751	-4701	3232	-183.244	-1147.044	788.608	-1467	-1214	-1774	-102.690	-84.980	-124.180	38	25.148	-0.254928	-0.350178	0.774035	0.461575	
6680163	-675	-5012	3229	-164.700	-1222.928	787.876	-1183	-1205	-1713	-82.810	-84.350	-119.910	42	25.164	-0.249851	-0.362412	0.768104	0.464803	
6689518	-526	-5154	3197	-128.344	-1257.576	780.068	-909	-1234	-1640	-63.630	-86.380	-114.800	42	25.164	-0.244133	-0.373215	0.762753	0.468093	
6698873	-400	-5120	3177	-97.600	-1249.280	775.188	-716	-1279	-1557	-50.120	-89.530	-108.990	41	25.160	-0.237669	-0.382734	0.758087	0.471303	
6708228	-337	-4931	3207	-82.228	-1203.164	782.508	-629	-1313	-1477	-44.030	-91.910	-103.390	41	25.160	-0.230635	-0.391365	0.754008	0.474242	
6717583	-282	-4560	3216	-68.808	-1112.640	784.704	-640	-1326	-1417	-44.800	-92.820	-99.190	47	25.184	-0.223364	-0.399552	0.750277	0.476807	
6726938	-282	-4200	3232	-68.808	-1024.800	788.608	-740	-1297	-1367	-51.800	-90.790	-95.690	47	25.184	-0.216173	-0.407689	0.746597	0.479005	
6736293	-373	-4079	3201	-91.012	-995.276	781.044	-890	-1229	-1315	-62.300	-86.030	-92.050	38	25.148	-0.209467	-0.416057	0.742684	0.480869	
6745649	-498	-4204	3206	-121.512	-1025.776	782.264	-1068	-1137	-1301	-74.760	-79.590	-91.070	38	25.148	-0.203557	-0.424757	0.738377	0.482431	
6755004	-533	-4321	3188	-130.052	-1054.324	777.872	-1154	-1079	-1294	-80.780	-75.530	-90.580	40	25.156	-0.198533	-0.433881	0.733472	0.483886	
6764358	-478	-4430	3193	-116.632	-1080.920	779.092	-1109	-1043	-1243	-77.630	-73.010	-87.010	40	25.156	-0.193980	-0.443139	0.728207	0.485292	
6773713	-395	-4607	3239	-96.380	-1124.108	790.316	-1008	-998	-1192	-70.560	-69.860	-83.440	41	25.160	-0.189556	-0.451995	0.723063	0.486563	
6783068	-268	-4765	3257	-65.392	-1162.660	794.708	-865	-945	-1147	-60.550	-66.150	-80.290	41	25.160	-0.185146	-0.460199	0.718186	0.487791	
6792423	-139	-4867	3314	-33.916	-1187.548	808.616	-714	-902	-1068	-49.980	-63.140	-74.760	46	25.180	-0.180654	-0.467574	0.713680	0.489075	
6801779	-57	-4881	3284	-13.908	-1190.964	801.296	-566	-869	-952	-39.620	-60.830	-66.640	46	25.180	-0.176111	-0.474090	0.709690	0.490263	
6811134	-75	-4844	3275	-18.300	-1181.936	799.100	-433	-818	-836	-30.310	-57.260	-58.520	39	25.152	-0.171588	-0.479762	0.706342	0.491184	
6820489	-109	-4732	3215	-26.596	-1154.608	784.460	-333	-770	-749	-23.310	-53.900	-52.430	39	25.152	-0.167206	-0.484612	0.703592	0.491879	
6829843	-165	-4505	3167	-40.260	-1099.220	772.748	-263	-727	-673	-18.410	-50.890	-47.110	38	25.148	-0.162969	-0.488821	0.701286	0.492430	
6839200	-179	-4276	3074	-43.676	-1043.344	750.056	-239	-684	-598	-16.730	-47.880	-41.860	38	25.148	-0.158913	-0.492538	0.699323	0.492843	
6848555	-169	-4132	3013	-41.236	-1008.208	735.172	-261	-615	-542	-18.270	-43.050	-37.940	46	25.180	-0.155168	-0.495955	0.697578	0.493083	
6857910	-114	-4087	2960	-27.816	-997.228	722.240	-305	-537	-501	-21.350	-37.590	-35.070	46	25.180	-0.151914	-0.499203	0.695848	0.493263	
6867265	-59	-4163	2954	-14.396	-1015.772	720.776	-336	-468	-456	-23.520	-32.760	-31.920	50	25.195	-0.149208	-0.502359	0.694025	0.493453	
6876620	-14	-4257	2899	-3.416	-1038.708	707.356	-335	-407	-406	-23.450	-28.490	-28.420	50	25.195	-0.146989	-0.505395	0.692168	0.493628	
6885973	47	-4274	2799	11.468	-1042.856	682.956	-282	-363	-371	-19.740	-25.410	-25.970	33	25.129	-0.145151	-0.508205	0.690392	0.493773	
6895329	83	-4288	2711	20.252	-1046.272	661.484	-203	-316	-334	-14.210	-22.120	-23.380	33	25.129	-0.143437	-0.510646	0.688823	0.493946	
6904685	145	-4332	2640	35.380	-1057.008	644.160	-131	-271	-288	-9.170	-18.970	-20.160	37	25.145	-0.141791	-0.512609	0.687545	0.494170	
6914040	227	-4318	2561	55.388	-1053.592	624.884	-47	-230	-240	-3.290	-16.100	-16.800	37	25.145	-0.140252	-0.514120	0.686565	0.494400	
6923395	306	-4231	2475	74.664	-1032.364	603.900	25	-205	-196	1.750	-14.350	-13.720	46	25.180	-0.138777	-0.515146	0.685932	0.494627	
6932750	354	-4129	2382	86.376	-1007.476	581.208	58	-176	-154	4.060	-12.320	-10.780	46	25.180	-0.137326	-0.515782	0.685614	0.494811	
6942105	383	-4037	2276	93.452	-985.028	555.344	45	-141	-122	3.150	-9.870	-8.540	43	25.168	-0.136019	-0.516173	0.685487	0.494941	
6951459	413	-3988	2156	100.772	-973.072	526.064	8	-107	-99	0.560	-7.490	-6.930	43	25.168	-0.134979	-0.516490	0.685383	0.495038	
6960814	411	-4011	2101	100.284	-978.684	512.644	-27	-73	-79	-1.890	-5.110	-5.530	40	25.156	-0.134245	-0.516837	0.685209	0.495115	
6970170	444	-4086	2034	108.336	-996.984	496.296	-50	-54	-63	-3.500	-3.780	-4.410	40	25.156	-0.133803	-0.517210	0.684962	0.495188	
6979525	493	-4144	1940	120.292	-1011.136	473.360	-40	-47	-43	-2.800	-3.290	-3.010	38	25.148	-0.133547	-0.517606	0.684677	0.495237	
6988880	523	-4168	1875	127.612	-1016.992	457.500	-7	-46	-22	-0.490	-3.220	-1.540	38	25.148	-0.133349	-0.517929	0.684473	0.495236	
6998235	562	-4109	1827	137.128	-1002.596	445.788	47	-64	6	3.290	-4.480	0.420	37	25.145	-0.133124	-0.518103	0.684425	0.495180	
7007590	590	-3986	1786	143.960	-972.584	435.784	103	-97	32	7.210	-6.790	2.240	37	25.145	-0.132758	-0.518096	0.684630	0.495003	
7016945	648	-3824	1759	158.112	-933.056	429.196	153	-125	48	10.710	-8.750	3.360	25	25.098	-0.132182	-0.517943	0.685099	0.494669	
7026301	686	-3715	1762	167.384	-906.460	429.928	172	-128	62	12.040	-8.960	4.340	25	25.098	-0.131402	-0.517660	0.685781	0.494226	
7035656	719	-3704	1762	175.436	-903.776	429.928	163	-117	82	11.410	-8.190	5.740	33	25.129	-0.131945	-0.516972	0.687064	0.493018	
7045011	733	-3768	1766	178.852	-919.392	430.904	150	-106	105	10.500	-7.420	7.350	33	25.129	-0.132529	-0.516303	0.688326	0.491800	
7054365	725	-3831	1782	176.900	-934.764	434.808	148	-99	119	10.360	-6.930	8.330	34	25.133	-0.133250	-0.515694	0.689565	0.490508	
7063718	736	-3824	1777	179.584	-933.056	433.588	180	-102	123	12.600	-7.140	8.610	34	25.133	-0.134061	-0.515082	0.690819	0.489164	
7073075	729	-3727	1770	177.876	-909.388	431.880	217	-103	116	15.190	-7.210	8.120	44	25.172	-0.134739	-0.514374	0.692150	0.487838	
7082430	720	-3562	1754	175.680	-869.128	427.976	239	-104	108	16.730	-7.280	7.560	44	25.172	-0.135228	-0.513491	0.693573	0.486611	
7091786	733	-3415	1736	178.852	-833.260	423.584	221	-92	101	15.470	-6.440	7.070	50	25.195	-0.135533	-0.512460	0.695054	0.485499	
7101141	762	-3388	1760	185.928	-826.672	429.440	162	-58	82	11.340	-4.060	5.740	50	25.195	-0.135788	-0.511430	0.696444	0.484520	
7110496	804	-3465	1783	196.176	-845.460	435.052	78	-24	49	5.460	-1.680	3.430	47	25.184	-0.136185	-0.510535	0.697570	0.483733	
7119851	830	-3565	1819	202.520	-869.860	443.836	16	-2	27	1.120	-0.140	1.890	47	25.184	-0.136802	-0.509965	0.698284	0.483129	
7129207	837	-3680	1816	204.228	-897.920	443.104	-10	5	24	-0.700	0.350	1.680	38	25.148	-0.137601	-0.509634	0.698715	0.482628	
7138562	814	-3797	1833	198.616	-926.468	447.252	-10	12	14	-0.700	0.840	0.980	38	25.148	-0.138540	-0.509478	0.699014	0.482091	
7147917	810	-3890	1868	197.640	-949.160	455.792	16	15	13	1.120	1.050	0.910	51	25.199	-0.139564	-0.509341	0.699278	0.481556	
7157273	826	-3944	1891	201.544	-962.336	461.404	55	15	30	3.850	1.050	2.100	51	25.199	-0.140551	-0.509096	0.699616	0.481039	
7166628	854	-3930	1893	208.376	-958.920	461.892	98	12	39	6.860	0.840	2.730	41	25.160	-0.141457	-0.508695	0.700097	0.480495	
7175982	869	-3840	1882	212.036	-936.960	459.208	138	4	35	9.660	0.280	2.450	41	25.160	-0.142187	-0.508143	0.700704	0.479980	
7185337	842	-3713	1851	205.448	-905.972	451.644	147	2	27	10.290	0.140	1.890	46	25.180	-0.142678	-0.507443	0.701410	0.479543	
7194693	817	-3583	1781	199.348	-874.252	434.564	133	1	24	9.310	0.070	1.680	46	25.180	-0.143083	-0.506683	0.702135	0.479165	
7204048	783	-3505	1728	191.052	-855.220	421.632	107	0	20	7.490	0.000	1.400	31	25.121	-0.143498	-0.506009	0.702792	0.478789	
7213401	755	-3500	1715	184.220	-854.000	418.460	70	-5	2	4.900	-0.350	0.140	31	25.121	-0.143995	-0.505468	0.703354	0.478386	
7222757	754	-3556	1722	183.976	-867.664	420.168	39	-9	-9	2.730	-0.630	-0.630	46	25.180	-0.144565	-0.505107	0.703770	0.477984	
7232112	756	-3667	1740	184.464	-894.748	424.560	26	-16	-13	1.820	-1.120	-0.910	46	25.180	-0.145194	-0.504919	0.704056	0.477571	
7241467	744	-3787	1777	181.536	-924.028	433.588	46	-26	-16	3.220	-1.820	-1.120	39	25.152	-0.145864	-0.504850	0.704281	0.477107	
7250823	734	-3817	1815	179.096	-931.348	442.860	92	-42	-20	6.440	-2.940	-1.400	39	25.152	-0.146491	-0.504737	0.704571	0.476606	
7260179	738	-3762	1810	180.072	-917.928	441.640	150	-63	-23	10.500	-4.410	-1.610	35	25.137	-0.146920	-0.504441	0.705022	0.476121	
7269532	729	-3646	1778	177.876	-889.624	433.832	180	-76	-34	12.600	-5.320	-2.380	35	25.137	-0.147054	-0.503958	0.705647	0.475664	
7278888	694	-3533	1759	169.336	-862.052	429.196	179	-82	-48	12.530	-5.740	-3.360	35	25.137	-0.146980	-0.503381	0.706340	0.475268	
7288243	666	-3479	1778	162.504	-848.876	433.832	152	-80	-53	10.640	-5.600	-3.710	35	25.137	-0.146844	-0.502776	0.707031	0.474924	
7297598	644	-3500	1787	157.136	-854.000	436.028	102	-65	-60	7.140	-4.550	-4.200	42	25.164	-0.146776	-0.502197	0.707676	0.474598	
7306953	650	-3520	1790	158.600	-858.880	436.760	66	-54	-76	4.620	-3.780	-5.320	42	25.164	-0.146927	-0.501774	0.708158	0.474278	
7316309	636	-3529	1790	155.184	-861.076	436.760	52	-52	-82	3.640	-3.640	-5.740	37	25.145	-0.147169	-0.501500	0.708471	0.474025	
7325664	601	-3565	1790	146.644	-869.860	436.760	43	-58	-84	3.010	-4.060	-5.880	37	25.145	-0.147464	-0.501282	0.708731	0.473776	
7335019	570	-3595	1807	139.080	-877.180	440.908	42	-60	-92	2.940	-4.200	-6.440	47	25.184	-0.147832	-0.501119	0.708978	0.473464	
7344374	579	-3670	1811	141.276	-895.480	441.884	38	-52	-96	2.660	-3.640	-6.720	47	25.184	-0.148227	-0.500942	0.709229	0.473152	
7353730	624	-3752	1867	152.256	-915.488	455.548	42	-42	-93	2.940	-2.940	-6.510	36	25.141	-0.148670	-0.500820	0.709420	0.472855	
7363086	699	-3778	1867	170.556	-921.832	455.548	50	-38	-94	3.500	-2.660	-6.580	36	25.141	-0.149079	-0.500654	0.709608	0.472620	
7372441	717	-3753	1839	174.948	-915.732	448.716	57	-33	-92	3.990	-2.310	-6.440	40	25.156	-0.149360	-0.500524	0.709745	0.472463	
7381797	670	-3698	1795	163.480	-902.312	437.980	61	-35	-89	4.270	-2.450	-6.230	40	25.156	-0.149614	-0.500396	0.709870	0.472331	
7391152	607	-3664	1801	148.108	-894.016	439.444	50	-35	-89	3.500	-2.450	-6.230	41	25.160	-0.149925	-0.500256	0.710026	0.472144	
7400507	572	-3644	1804	139.568	-889.136	440.176	30	-40	-87	2.100	-2.800	-6.090	41	25.160	-0.150345	-0.500081	0.710212	0.471916	
7409862	590	-3650	1779	143.960	-890.600	434.076	13	-48	-85	0.910	-3.360	-5.950	48	25.188	-0.150844	-0.499955	0.710383	0.471634	
7419218	581	-3679	1813	141.764	-897.676	442.372	-3	-54	-95	-0.210	-3.780	-6.650	48	25.188	-0.151339	-0.499977	0.710479	0.471308	
7428574	604	-3704	1861	147.376	-903.776	454.084	5	-76	-101	0.350	-5.320	-7.070	37	25.145	-0.151826	-0.500044	0.710533	0.470998	
7437927	654	-3760	1882	159.576	-917.440	459.208	35	-81	-100	2.450	-5.670	-7.000	37	25.145	-0.152123	-0.500099	0.710629	0.470700	
7447284	673	-3869	1920	164.212	-944.036	468.480	62	-75	-99	4.340	-5.250	-6.930	54	25.211	-0.152252	-0.500088	0.710779	0.470443	
7456639	732	-3927	1938	178.608	-958.188	472.872	99	-76	-84	6.930	-5.320	-5.880	54	25.211	-0.152341	-0.499980	0.710987	0.470214	
7465994	732	-3940	1996	178.608	-961.360	487.024	123	-68	-64	8.610	-4.760	-4.480	36	25.141	-0.152293	-0.499768	0.711295	0.469989	
7475350	745	-3841	2000	181.780	-937.204	488.000	145	-71	-50	10.150	-4.970	-3.500	36	25.141	-0.152245	-0.499348	0.711755	0.469755	
7484706	739	-3715	2014	180.316	-906.460	491.416	142	-52	-49	9.940	-3.640	-3.430	41	25.160	-0.152081	-0.498785	0.712331	0.469532	
7494060	735	-3634	2026	179.340	-886.696	494.344	118	-31	-52	8.260	-2.170	-3.640	41	25.160	-0.151931	-0.498083	0.712929	0.469419	
7503416	794	-3651	2072	193.736	-890.844	505.568	117	4	-66	8.190	0.280	-4.620	41	25.160	-0.151869	-0.497359	0.713460	0.469400	
7512771	858	-3757	2134	209.352	-916.708	520.696	132	59	-92	9.240	4.130	-6.440	41	25.160	-0.151799	-0.496557	0.713899	0.469603	
7522126	952	-3849	2177	232.288	-939.156	531.188	177	93	-107	12.390	6.510	-7.490	28	25.109	-0.151775	-0.495615	0.714225	0.470111	
7531481	1042	-3867	2226	254.248	-943.548	543.144	211	138	-114	14.770	9.660	-7.980	28	25.109	-0.151376	-0.494735	0.714357	0.470964	
7540837	1135	-3732	2328	276.940	-910.608	568.032	218	192	-117	15.260	13.440	-8.190	38	25.148	-0.151049	-0.493600	0.714527	0.472001	
7550192	1186	-3473	2392	289.384	-847.412	583.648	180	245	-126	12.600	17.150	-8.820	38	25.148	-0.150915	-0.492293	0.714659	0.473208	
7559547	1153	-3219	2413	281.332	-785.436	588.772	74	319	-158	5.180	22.330	-11.060	35	25.137	-0.150604	-0.490422	0.714865	0.474934	
