Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	Quat x	Quat y	Quat z	Quat w	
25690064	-2119	937	1636	-517.036	228.628	399.184	-608	-700	110	-42.560	-49.000	7.700	41	25.160	-0.340950	0.264916	0.874754	0.219473	
25699419	-2315	1547	1581	-564.860	377.468	385.764	-555	-813	96	-38.850	-56.910	6.720	41	25.160	-0.338043	0.261210	0.877164	0.218795	
25708773	-2682	2049	1502	-654.408	499.956	366.488	-666	-868	15	-46.620	-60.760	1.050	45	25.176	-0.334513	0.257593	0.879668	0.218452	
25718130	-2995	2281	1421	-730.780	556.564	346.724	-904	-863	-138	-63.280	-60.410	-9.660	45	25.176	-0.330953	0.253186	0.882309	0.218377	
25727485	-3005	2156	1458	-733.220	526.064	355.752	-1181	-823	-364	-82.670	-57.610	-25.480	46	25.180	-0.327922	0.247284	0.885054	0.218606	
25736840	-2646	1721	1489	-645.624	419.924	363.316	-1457	-752	-645	-101.990	-52.640	-45.150	46	25.180	-0.325737	0.239593	0.887778	0.219389	
25746195	-2238	1104	1682	-546.072	269.376	410.408	-1694	-683	-918	-118.580	-47.810	-64.260	39	25.152	-0.324616	0.230047	0.890319	0.220967	
25755551	-2027	639	1876	-494.588	155.916	457.744	-1770	-713	-1083	-123.900	-49.910	-75.810	39	25.152	-0.324464	0.218849	0.892592	0.223378	
25764904	-2161	353	2093	-527.284	86.132	510.692	-1750	-825	-1126	-122.500	-57.750	-78.820	41	25.160	-0.324416	0.206887	0.894675	0.226494	
25774260	-2722	295	2292	-664.168	71.980	559.248	-1683	-966	-1111	-117.810	-67.620	-77.770	41	25.160	-0.323768	0.194769	0.896743	0.229963	
25783615	-3325	439	2505	-811.300	107.116	611.220	-1597	-1086	-1095	-111.790	-76.020	-76.650	45	25.176	-0.322240	0.182806	0.898869	0.233598	
25792970	-3639	579	2616	-887.916	141.276	638.304	-1536	-1121	-1128	-107.520	-78.470	-78.960	45	25.176	-0.319912	0.171124	0.901003	0.237397	
25802325	-3496	553	2740	-853.024	134.932	668.560	-1542	-1076	-1252	-107.940	-75.320	-87.640	46	25.180	-0.317301	0.159620	0.902952	0.241473	
25811680	-2980	301	2872	-727.120	73.444	700.768	-1586	-1000	-1451	-111.020	-70.000	-101.570	46	25.180	-0.316637	0.148542	0.903862	0.245967	
25821035	-2421	-27	2858	-590.724	-6.588	697.352	-1620	-921	-1638	-113.400	-64.470	-114.660	52	25.203	-0.315847	0.136461	0.904546	0.251409	
25830390	-2067	-391	2759	-504.348	-95.404	673.196	-1674	-860	-1769	-117.180	-60.200	-123.830	52	25.203	-0.314966	0.123253	0.904936	0.257849	
25839745	-2090	-718	2694	-509.960	-175.192	657.336	-1726	-843	-1840	-120.820	-59.010	-128.800	53	25.207	-0.314198	0.110134	0.904958	0.264560	
25849101	-2491	-924	2650	-607.804	-225.456	646.600	-1774	-900	-1863	-124.180	-63.000	-130.410	53	25.207	-0.313569	0.096619	0.904672	0.271475	
25858457	-3061	-987	2613	-746.884	-240.828	637.572	-1805	-997	-1842	-126.350	-69.790	-128.940	35	25.137	-0.314024	0.081036	0.903772	0.278941	
25867812	-3432	-988	2838	-837.408	-241.072	692.472	-1818	-1058	-1796	-127.260	-74.060	-125.720	35	25.137	-0.314820	0.065764	0.902555	0.285919	
25877168	-3367	-1048	3127	-821.548	-255.712	762.988	-1822	-1032	-1779	-127.540	-72.240	-124.530	45	25.176	-0.312970	0.051422	0.902094	0.292272	
25886523	-2843	-1182	3414	-693.692	-288.408	833.016	-1820	-926	-1838	-127.400	-64.820	-128.660	45	25.176	-0.311177	0.037120	0.901393	0.298451	
25895877	-2304	-1357	3525	-562.176	-331.108	860.100	-1818	-803	-1951	-127.260	-56.210	-136.570	38	25.148	-0.309863	0.022896	0.900180	0.304840	
25905232	-2024	-1599	3392	-493.856	-390.156	827.648	-1819	-718	-2064	-127.330	-50.260	-144.480	38	25.148	-0.309217	0.007482	0.898177	0.312087	
