Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]
20879514	9568	6896	-2160	583.648	420.656	-131.76	-832
20884470	9456	7088	-2352	576.816	432.368	-143.472	-1344
20889426	9312	7440	-2464	568.032	453.84	-150.304	-1968
20894380	9056	7616	-2544	552.416	464.576	-155.184	-2560
20899336	8544	8000	-2560	521.184	488	-156.16	-3024
20904291	7872	8448	-2384	480.192	515.328	-145.424	-3520
20909248	7168	8800	-2288	437.248	536.8	-139.568	-3840
20914203	6720	9040	-2352	409.92	551.44	-143.472	-4016
20919159	6640	9056	-2368	405.04	552.416	-144.448	-4288
20924115	6448	8960	-2096	393.328	546.56	-127.856	-4496
20929070	6528	8640	-1408	398.208	527.04	-85.888	-4816
20934025	6832	8352	-432	416.752	509.472	-26.352	-5104
20938981	7504	7904	464	457.744	482.144	28.304	-5408
20943937	8368	7264	1264	510.448	443.104	77.104	-5680
20948892	9440	6544	1728	575.84	399.184	105.408	-5744
20953848	10464	6128	1824	638.304	373.808	111.264	-5856
20958803	11392	5984	1344	694.912	365.024	81.984	-5808
20963760	12384	6224	192	755.424	379.664	11.712	-5712
20968715	13248	6720	-1232	808.128	409.92	-75.152	-5680
20973670	13888	7472	-2496	847.168	455.792	-152.256	-5408
20978625	14352	8560	-3488	875.472	522.16	-212.768	-5232
20983579	14736	9728	-4272	898.896	593.408	-260.592	-4720
20988535	14704	10976	-4608	896.944	669.536	-281.088	-4400
20993491	15040	12368	-4720	917.44	754.448	-287.92	-4096
20998451	14592	13136	-4848	890.112	801.296	-295.728	-3600
21003402	13856	13472	-5200	845.216	821.792	-317.2	-3344
21008358	12624	13216	-5424	770.064	806.176	-330.864	-3104
21013312	11248	12720	-5360	686.128	775.92	-326.96	-2944
21018267	9584	12048	-5040	584.624	734.928	-307.44	-2816
21023221	7616	11264	-4720	464.576	687.104	-287.92	-2720
21028179	5424	10288	-4432	330.864	627.568	-270.352	-2800
21033134	3232	9280	-4176	197.152	566.08	-254.736	-2720
21038090	1200	8112	-3984	73.2	494.832	-243.024	-2880
21043045	-672	6896	-3712	-40.992	420.656	-226.432	-2912
21048000	-2384	5840	-3520	-145.424	356.24	-214.72	-3024
21052954	-3936	4992	-3568	-240.096	304.512	-217.648	-3040
21057910	-5280	4304	-3728	-322.08	262.544	-227.408	-2976
21062864	-6000	3840	-3872	-366	234.24	-236.192	-2976
21067821	-6128	3600	-3824	-373.808	219.6	-233.264	-2896
21072777	-5840	3616	-3568	-356.24	220.576	-217.648	-2848
21077733	-5200	3792	-2960	-317.2	231.312	-180.56	-2832
21082687	-4448	4128	-2256	-271.328	251.808	-137.616	-2560
21087643	-3312	4656	-1664	-202.032	284.016	-101.504	-2560
21092599	-1552	5232	-1376	-94.672	319.152	-83.936	-2480
21097555	544	5712	-1424	33.184	348.432	-86.864	-2368
21102510	2848	6128	-1616	173.728	373.808	-98.576	-2352
21107465	5072	6464	-1952	309.392	394.304	-119.072	-2208
21112420	7312	6672	-2352	446.032	406.992	-143.472	-2128
21117374	9136	6880	-2672	557.296	419.68	-162.992	-1904
21122330	10864	7168	-3072	662.704	437.248	-187.392	-1808
21127285	12336	7472	-3312	752.496	455.792	-202.032	-1792
21132242	13456	7808	-3344	820.816	476.288	-203.984	-1584
21137196	14384	8304	-3408	877.424	506.544	-207.888	-1488
21142152	14912	8752	-3440	909.632	533.872	-209.84	-1376
21147107	15136	9296	-3392	923.296	567.056	-206.912	-1280
21152062	15072	9760	-3552	919.392	595.36	-216.672	-1120
21157015	14672	10176	-3696	894.992	620.736	-225.456	-864
21161972	14080	10720	-3824	858.88	653.92	-233.264	-800
21166928	13360	11088	-3984	814.96	676.368	-243.024	-448
21171883	12464	11328	-4144	760.304	691.008	-252.784	-352
21176838	11680	11456	-4304	712.48	698.816	-262.544	-224
21181792	10880	11488	-4368	663.68	700.768	-266.448	80
21186748	10112	11536	-4416	616.832	703.696	-269.376	256
21191703	9424	11712	-4304	574.864	714.432	-262.544	416
21196660	8832	11968	-4160	538.752	730.048	-253.76	592
21201615	8480	12368	-3856	517.28	754.448	-235.216	816
21206571	8064	12880	-3472	491.904	785.68	-211.792	848
21211526	7648	13344	-3136	466.528	813.984	-191.296	928
21216481	7424	13712	-3008	452.864	836.432	-183.488	1072
21221438	7328	13872	-3088	447.008	846.192	-188.368	1168
21226393	7328	13920	-3264	447.008	849.12	-199.104	1200
21231348	7424	13680	-3408	452.864	834.48	-207.888	1376
21236303	7360	13328	-3536	448.96	813.008	-215.696	1328
21241259	7360	12720	-3648	448.96	775.92	-222.528	1440
21246214	7408	12080	-3616	451.888	736.88	-220.576	1440
21251169	7456	11392	-3520	454.816	694.912	-214.72	1488
21256123	7600	10736	-3472	463.6	654.896	-211.792	1408
21261079	7808	10320	-3360	476.288	629.52	-204.96	1264
21266035	8000	9888	-3312	488	603.168	-202.032	1408
21270991	8336	9616	-3312	508.496	586.576	-202.032	1248
21275946	8576	9360	-3264	523.136	570.96	-199.104	1264
21280901	8832	9216	-3216	538.752	562.176	-196.176	1264
21285857	9040	9120	-3248	551.44	556.32	-198.128	1280
21290812	9120	8928	-3264	556.32	544.608	-199.104	1296
21295767	9136	8720	-3216	557.296	531.92	-196.176	1264
21300722	9040	8496	-3216	551.44	518.256	-196.176	1392
