Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]
12658395	8256	-5440	12752	503.616	-331.84	777.872	-128
12663349	8272	-5328	12688	504.592	-325.008	773.968	-32
12668306	8256	-5120	12640	503.616	-312.32	771.04	-32
12673262	8192	-4944	12672	499.712	-301.584	772.992	-64
12678215	8032	-4816	12800	489.952	-293.776	780.8	-96
12683172	7872	-4800	12848	480.192	-292.8	783.728	16
12688128	7808	-4752	12960	476.288	-289.872	790.56	-48
12693082	7792	-4800	13056	475.312	-292.8	796.416	-112
12698039	7776	-4976	13088	474.336	-303.536	798.368	0
12702994	7808	-5056	13072	476.288	-308.416	797.392	-32
12707950	7776	-5168	12992	474.336	-315.248	792.512	-32
12712905	7824	-5280	12928	477.264	-322.08	788.608	-16
12717861	7888	-5296	12816	481.168	-323.056	781.776	-64
12722816	7920	-5392	12720	483.12	-328.912	775.92	16
12727771	8048	-5408	12672	490.928	-329.888	772.992	-64
12732727	8064	-5440	12576	491.904	-331.84	767.136	128
12737682	8032	-5456	12416	489.952	-332.816	757.376	16
12742637	8000	-5408	12320	488	-329.888	751.52	16
12747593	7936	-5392	12400	484.096	-328.912	756.4	96
12752549	7920	-5328	12320	483.12	-325.008	751.52	32
12757503	7728	-5264	12432	471.408	-321.104	758.352	32
12762461	7616	-5200	12464	464.576	-317.2	760.304	32
12767416	7520	-5040	12528	458.72	-307.44	764.208	16
12772371	7392	-4944	12656	450.912	-301.584	772.016	0
12777326	7440	-4800	12672	453.84	-292.8	772.992	48
12782282	7376	-4736	12768	449.936	-288.896	778.848	96
12787238	7472	-4752	12848	455.792	-289.872	783.728	-16
12792193	7632	-4736	12928	465.552	-288.896	788.608	-16
12797148	7712	-4784	12976	470.432	-291.824	791.536	48
12802103	7872	-4768	12992	480.192	-290.848	792.512	-48
12807056	8096	-4864	13040	493.856	-296.704	795.44	48
12812013	8304	-4816	13024	506.544	-293.776	794.464	-32
12816966	8448	-4832	13088	515.328	-294.752	798.368	16
12821924	8656	-4800	13184	528.016	-292.8	804.224	0
12826879	8768	-4896	13120	534.848	-298.656	800.32	-16
12831834	8704	-5072	13296	530.944	-309.392	811.056	80
12836789	8800	-5184	13120	536.8	-316.224	800.32	-16
12841744	8704	-5280	13168	530.944	-322.08	803.248	0
12846700	8512	-5280	13072	519.232	-322.08	797.392	32
12851656	8368	-5360	12992	510.448	-326.96	792.512	-64
12856611	8288	-5248	12944	505.568	-320.128	789.584	16
12861564	8096	-5200	12928	493.856	-317.2	788.608	0
12866521	8096	-5072	12928	493.856	-309.392	788.608	96
12871474	8000	-4912	12960	488	-299.632	790.56	-48
12876431	7872	-4896	12992	480.192	-298.656	792.512	-64
12881386	7760	-4864	12928	473.36	-296.704	788.608	16
12886341	7888	-4880	12896	481.168	-297.68	786.656	16
12891297	7872	-4976	12944	480.192	-303.536	789.584	-16
12896253	7936	-4944	13040	484.096	-301.584	795.44	-16
12901209	7936	-5040	13088	484.096	-307.44	798.368	0
12906164	7920	-5056	13104	483.12	-308.416	799.344	-16
12911119	8032	-5136	13200	489.952	-313.296	805.2	-48
12916076	8176	-5168	13168	498.736	-315.248	803.248	64
12921031	8240	-5232	13200	502.64	-319.152	805.2	-16
12925987	8240	-5200	13152	502.64	-317.2	802.272	-112
12930942	8352	-5248	13136	509.472	-320.128	801.296	0
12935897	8272	-5216	13120	504.592	-318.176	800.32	-48
12940853	8288	-5136	12928	505.568	-313.296	788.608	-32
12945809	8240	-5056	12816	502.64	-308.416	781.776	16
12950764	8112	-4880	12704	494.832	-297.68	774.944	-32
12955719	8048	-4752	12576	490.928	-289.872	767.136	-32
12960674	8016	-4656	12512	488.976	-284.016	763.232	-64
12965630	7936	-4592	12544	484.096	-280.112	765.184	80
12970585	7856	-4624	12640	479.216	-282.064	771.04	-16
12975541	7712	-4704	12752	470.432	-286.944	777.872	32
12980497	7568	-4800	12800	461.648	-292.8	780.8	64
12985452	7504	-4768	12816	457.744	-290.848	781.776	-112
12990406	7488	-4752	12704	456.768	-289.872	774.944	-32
12995362	7504	-4656	12752	457.744	-284.016	777.872	-112
13000314	7696	-4720	12720	469.456	-287.92	775.92	0
13005272	7824	-4704	12720	477.264	-286.944	775.92	-32
13010227	8064	-4736	12896	491.904	-288.896	786.656	-32
13015182	8192	-4704	12880	499.712	-286.944	785.68	16
13020138	8256	-4688	12896	503.616	-285.968	786.656	-64
13025093	8368	-4624	13008	510.448	-282.064	793.488	-64
13030048	8416	-4576	13072	513.376	-279.136	797.392	-16
13035004	8416	-4576	13168	513.376	-279.136	803.248	-80
13039960	8448	-4768	13168	515.328	-290.848	803.248	-32
13044913	8400	-4752	13184	512.4	-289.872	804.224	-96
13049871	8320	-4720	13104	507.52	-287.92	799.344	32
13054825	8304	-4848	12976	506.544	-295.728	791.536	-80
13059781	8096	-4864	13008	493.856	-296.704	793.488	-128
13064736	8128	-4848	12960	495.808	-295.728	790.56	16
13069692	8096	-4896	13024	493.856	-298.656	794.464	0
13074648	8032	-4912	13024	489.952	-299.632	794.464	-16
13079603	8000	-4816	13024	488	-293.776	794.464	-16
13084559	8048	-4800	13088	490.928	-292.8	798.368	-32
13089514	8064	-4768	13104	491.904	-290.848	799.344	-16
13094470	8128	-4784	13184	495.808	-291.824	804.224	-32
13099426	8256	-4784	13168	503.616	-291.824	803.248	48
13104382	8336	-4832	13120	508.496	-294.752	800.32	-16
13109336	8384	-4816	13072	511.424	-293.776	797.392	-80
13114294	8400	-4752	13008	512.4	-289.872	793.488	32
13119250	8496	-4720	12832	518.256	-287.92	782.752	-48
13124206	8608	-4560	12752	525.088	-278.16	777.872	0
13129162	8576	-4528	12784	523.136	-276.208	779.824	-32
13134118	8704	-4464	12848	530.944	-272.304	783.728	-32
13139074	8784	-4512	13024	535.824	-275.232	794.464	-16
13144028	8816	-4512	13088	537.776	-275.232	798.368	-16
13148984	8816	-4512	13136	537.776	-275.232	801.296	80
13153940	8656	-4480	13168	528.016	-273.28	803.248	-16
13158895	8848	-4656	13152	539.728	-284.016	802.272	-80
13163851	8784	-4768	13216	535.824	-290.848	806.176	0
13168806	8688	-4880	13232	529.968	-297.68	807.152	-208
13173760	8704	-4928	13136	530.944	-300.608	801.296	-96
13178715	8656	-4832	13040	528.016	-294.752	795.44	-176
13183671	8672	-4720	12944	528.992	-287.92	789.584	32
13188627	8672	-4656	12816	528.992	-284.016	781.776	-48
13193581	8640	-4624	12752	527.04	-282.064	777.872	-48
13198537	8624	-4512	12784	526.064	-275.232	779.824	16
13203492	8528	-4496	12832	520.208	-274.256	782.752	-64
13208445	8624	-4560	12912	526.064	-278.16	787.632	-64
13213400	8640	-4624	13024	527.04	-282.064	794.464	-48
13218356	8544	-4624	13056	521.184	-282.064	796.416	-48
13223310	8464	-4640	13104	516.304	-283.04	799.344	-48
13228265	8384	-4656	13120	511.424	-284.016	800.32	-80
13233223	8240	-4768	13072	502.64	-290.848	797.392	-16
13238177	8240	-4768	13056	502.64	-290.848	796.416	-64
13243133	8272	-4816	13008	504.592	-293.776	793.488	-80
13248089	8192	-4800	12976	499.712	-292.8	791.536	-16
13253045	8208	-4784	12864	500.688	-291.824	784.704	-112
13257999	8112	-4720	12736	494.832	-287.92	776.896	-80
13262955	8064	-4608	12752	491.904	-281.088	777.872	-80
13267911	7984	-4640	12704	487.024	-283.04	774.944	-16
13272866	7872	-4672	12768	480.192	-284.992	778.848	0
13277821	7888	-4640	12704	481.168	-283.04	774.944	-48
13282776	7856	-4640	12736	479.216	-283.04	776.896	80
13287731	7888	-4560	12640	481.168	-278.16	771.04	-96
13292686	7936	-4624	12544	484.096	-282.064	765.184	-48
13297641	7872	-4560	12512	480.192	-278.16	763.232	96
13302595	7904	-4608	12576	482.144	-281.088	767.136	-16
13307551	7952	-4752	12560	485.072	-289.872	766.16	-32
13312506	7984	-4784	12672	487.024	-291.824	772.992	-16
13317462	8128	-4928	12736	495.808	-300.608	776.896	0
13322417	8080	-4960	12800	492.88	-302.56	780.8	-32
13327374	8080	-5008	12752	492.88	-305.488	777.872	-48
13332329	8096	-5088	12752	493.856	-310.368	777.872	64
13337284	8032	-5024	12608	489.952	-306.464	769.088	-16
13342240	8032	-4944	12576	489.952	-301.584	767.136	-48
13347196	8032	-4848	12512	489.952	-295.728	763.232	16
13352151	8000	-4704	12448	488	-286.944	759.328	-80
13357107	7920	-4560	12400	483.12	-278.16	756.4	32
13362061	7968	-4512	12448	486.048	-275.232	759.328	0
13367019	7936	-4464	12464	484.096	-272.304	760.304	0
13371974	7952	-4544	12704	485.072	-277.184	774.944	-32
13376929	8032	-4624	12912	489.952	-282.064	787.632	-16
13381886	7952	-4736	12960	485.072	-288.896	790.56	0
13386840	8000	-4880	13088	488	-297.68	798.368	0
13391796	7984	-4880	13040	487.024	-297.68	795.44	-112
13396751	8000	-4960	12992	488	-302.56	792.512	32
13401706	8080	-4944	12880	492.88	-301.584	785.68	-112
13406660	8192	-5040	12816	499.712	-307.44	781.776	0
13411617	8272	-4976	12688	504.592	-303.536	773.968	-80
13416572	8400	-4976	12480	512.4	-303.536	761.28	48
13421528	8512	-4816	12448	519.232	-293.776	759.328	-32
13426484	8512	-4768	12400	519.232	-290.848	756.4	-128
13431439	8544	-4624	12480	521.184	-282.064	761.28	32
13436395	8560	-4624	12544	522.16	-282.064	765.184	-48
13441351	8496	-4576	12608	518.256	-279.136	769.088	32
13446306	8528	-4512	12640	520.208	-275.232	771.04	32
13451261	8432	-4512	12704	514.352	-275.232	774.944	-32
13456216	8320	-4512	12688	507.52	-275.232	773.968	-16
13461170	8256	-4496	12608	503.616	-274.256	769.088	-64
13466127	8160	-4464	12640	497.76	-272.304	771.04	48
13471083	8192	-4416	12672	499.712	-269.376	772.992	-48
13476039	8256	-4400	12736	503.616	-268.4	776.896	-112
13480994	8336	-4304	12752	508.496	-262.544	777.872	-32
13485950	8480	-4240	12864	517.28	-258.64	784.704	-160
13490906	8560	-4224	12848	522.16	-257.664	783.728	-80
13495860	8624	-4256	12864	526.064	-259.616	784.704	-128
13500816	8848	-4352	12944	539.728	-265.472	789.584	-64
13505772	9008	-4368	12976	549.488	-266.448	791.536	-80
13510727	9104	-4496	12976	555.344	-274.256	791.536	-128
13515682	9040	-4560	12960	551.44	-278.16	790.56	-48
13520638	9056	-4656	12944	552.416	-284.016	789.584	-112
13525592	8992	-4656	12832	548.512	-284.016	782.752	-112
13530549	8928	-4768	12864	544.608	-290.848	784.704	-16
13535505	8848	-4704	12688	539.728	-286.944	773.968	-96
13540461	8880	-4672	12672	541.68	-284.992	772.992	-16
13545413	8768	-4592	12640	534.848	-280.112	771.04	-96
13550371	8752	-4432	12592	533.872	-270.352	768.112	-16
13555326	8720	-4368	12592	531.92	-266.448	768.112	-16
13560281	8640	-4368	12592	527.04	-266.448	768.112	-96
13565237	8576	-4320	12656	523.136	-263.52	772.016	0
13570192	8512	-4352	12736	519.232	-265.472	776.896	-32
13575145	8432	-4304	12736	514.352	-262.544	776.896	-96
13580103	8336	-4352	12800	508.496	-265.472	780.8	-16
13585058	8256	-4336	12896	503.616	-264.496	786.656	-64
13590013	8240	-4336	12864	502.64	-264.496	784.704	-16
13594969	8272	-4288	12864	504.592	-261.568	784.704	-128
13599924	8400	-4272	12864	512.4	-260.592	784.704	16
13604880	8512	-4240	12736	519.232	-258.64	776.896	-128
13609834	8656	-4256	12688	528.016	-259.616	773.968	-128
13614790	8448	-4144	12672	515.328	-252.784	772.992	-32
13619745	9104	-4496	12528	555.344	-274.256	764.208	-64
13624700	9056	-4560	12592	552.416	-278.16	768.112	-64
13629655	9136	-4656	12656	557.296	-284.016	772.016	-80
13634610	9088	-4624	12784	554.368	-282.064	779.824	-80
13639564	9024	-4704	12768	550.464	-286.944	778.848	-32
13644522	8880	-4672	12816	541.68	-284.992	781.776	-176
13649478	8784	-4672	12768	535.824	-284.992	778.848	-16
13654433	8768	-4752	12784	534.848	-289.872	779.824	-80
13659389	8608	-4816	12704	525.088	-293.776	774.944	-96
13664345	8592	-4768	12688	524.112	-290.848	773.968	0
13669301	8592	-4768	12624	524.112	-290.848	770.064	-96
13674256	8512	-4736	12576	519.232	-288.896	767.136	-64
13679212	8432	-4736	12576	514.352	-288.896	767.136	-80
13684168	8432	-4640	12624	514.352	-283.04	770.064	-16
13689123	8480	-4688	12704	517.28	-285.968	774.944	-16
13694079	8416	-4560	12784	513.376	-278.16	779.824	-16
13699035	8160	-4416	12896	497.76	-269.376	786.656	0
13703990	8304	-4496	12880	506.544	-274.256	785.68	-32
13708946	8320	-4640	12864	507.52	-283.04	784.704	-96
13713901	7904	-4576	12960	482.144	-279.136	790.56	-16
13718856	8272	-4704	12816	504.592	-286.944	781.776	-96
13723811	8320	-4816	12800	507.52	-293.776	780.8	-16
13728767	8272	-4816	12864	504.592	-293.776	784.704	-96
13733722	8304	-4768	12768	506.544	-290.848	778.848	32
13738676	8336	-4704	12736	508.496	-286.944	776.896	-64
13743632	8592	-4688	12752	524.112	-285.968	777.872	-112
13748587	8704	-4672	12752	530.944	-284.992	777.872	0
13753542	8608	-4704	12784	525.088	-286.944	779.824	-80
13758497	8704	-4640	12784	530.944	-283.04	779.824	-80
13763452	8736	-4640	12736	532.896	-283.04	776.896	-48
13768406	8656	-4608	12736	528.016	-281.088	776.896	-176
13773359	8624	-4560	12704	526.064	-278.16	774.944	0
13778317	8592	-4560	12672	524.112	-278.16	772.992	-80
13783272	8528	-4480	12688	520.208	-273.28	773.968	64
13788229	8448	-4432	12608	515.328	-270.352	769.088	-48
13793184	8400	-4352	12624	512.4	-265.472	770.064	-112
13798140	8368	-4336	12704	510.448	-264.496	774.944	16
13803095	8384	-4336	12688	511.424	-264.496	773.968	-96
13808050	8432	-4384	12704	514.352	-267.424	774.944	-64
13813003	8368	-4448	12736	510.448	-271.328	776.896	-48
13817961	8400	-4496	12672	512.4	-274.256	772.992	-48
13822916	8432	-4560	12768	514.352	-278.16	778.848	-32
13827872	8448	-4592	12752	515.328	-280.112	777.872	-112
13832826	8528	-4544	12784	520.208	-277.184	779.824	-16
13837782	8592	-4544	12768	524.112	-277.184	778.848	-112
13842737	8576	-4528	12832	523.136	-276.208	782.752	-144
13847692	8704	-4464	12752	530.944	-272.304	777.872	-32
13852648	8816	-4432	12880	537.776	-270.352	785.68	-192
13857603	8896	-4464	12800	542.656	-272.304	780.8	-128
13862559	8992	-4400	12800	548.512	-268.4	780.8	-112
13867515	9216	-4224	12720	562.176	-257.664	775.92	-96
13872471	9376	-4176	12672	571.936	-254.736	772.992	-80
13877424	9552	-3856	12592	582.672	-235.216	768.112	-128
13882380	9776	-3600	12416	596.336	-219.6	757.376	-32
13887335	10032	-3232	12352	611.952	-197.152	753.472	-80
13892291	10192	-2880	12320	621.712	-175.68	751.52	-224
13897246	10528	-2608	12288	642.208	-159.088	749.568	-144
13902202	10784	-2336	12560	657.824	-142.496	766.16	-272
13907154	10928	-2416	12672	666.608	-147.376	772.992	-240
13912111	11024	-2448	12912	672.464	-149.328	787.632	-304
13917067	11232	-2560	12976	685.152	-156.16	791.536	-176
13922022	11488	-2560	13152	700.768	-156.16	802.272	-272
13926975	11664	-2544	13168	711.504	-155.184	803.248	-256
13931933	12016	-2448	13136	732.976	-149.328	801.296	-192
13936888	12544	-2352	12992	765.184	-143.472	792.512	-176
13941844	12880	-2288	12928	785.68	-139.568	788.608	-272
13946800	13264	-2112	12784	809.104	-128.832	779.824	-240
13951754	13632	-1872	12752	831.552	-114.192	777.872	-288
13956711	14224	-1552	12608	867.664	-94.672	769.088	-208
13961666	14800	-1232	12576	902.8	-75.152	767.136	-272
13966622	15200	-896	12640	927.2	-54.656	771.04	-144
13971578	15680	-592	12688	956.48	-36.112	773.968	-224
13976532	16128	-432	12928	983.808	-26.352	788.608	-256
13981487	16512	-368	13280	1007.232	-22.448	810.08	-144
13986441	16880	-480	13744	1029.68	-29.28	838.384	-192
13991394	17152	-560	14144	1046.272	-34.16	862.784	-192
13996350	17312	-720	14304	1056.032	-43.92	872.544	-192
14001304	17312	-784	14512	1056.032	-47.824	885.232	-160
14006259	17376	-896	14592	1059.936	-54.656	890.112	-176
14011215	17408	-1072	14496	1061.888	-65.392	884.256	-224
14016170	17232	-1200	14400	1051.152	-73.2	878.4	-32
14021125	16976	-1328	14304	1035.536	-81.008	872.544	-80
14026079	16992	-1232	14224	1036.512	-75.152	867.664	-160
14031034	16864	-1136	14144	1028.704	-69.296	862.784	-32
14035989	16816	-1104	14080	1025.776	-67.344	858.88	-96
14040944	16784	-1024	14016	1023.824	-62.464	854.976	-32
14045899	16912	-864	13984	1031.632	-52.704	853.024	-48
14050854	16944	-656	14048	1033.584	-40.016	856.928	16
14055809	16928	-528	13968	1032.608	-32.208	852.048	-48
14060765	16896	-256	13888	1030.656	-15.616	847.168	0
14065720	16768	128	13776	1022.848	7.808	840.336	96
14070675	16768	384	13728	1022.848	23.424	837.408	-112
14075632	16608	592	13648	1013.088	36.112	832.528	-144
14080588	16448	704	13520	1003.328	42.944	824.72	32
14085541	16256	912	13504	991.616	55.632	823.744	-48
14090498	16192	1056	13584	987.712	64.416	828.624	-16
14095454	16096	1072	13520	981.856	65.392	824.72	-64
14100409	16000	944	13408	976	57.584	817.888	-16
14105365	16096	976	13216	981.856	59.536	806.176	-64
14110321	16064	1008	13040	979.904	61.488	795.44	-96
14115276	16080	1248	12736	980.88	76.128	776.896	0
14120231	16208	1440	12544	988.688	87.84	765.184	16
14125187	16384	1680	12288	999.424	102.48	749.568	-16
14130143	16736	1952	12176	1020.896	119.072	742.736	32
14135098	16976	2240	12144	1035.536	136.64	740.784	16
14140056	17152	2464	12128	1046.272	150.304	739.808	128
14145013	17376	2768	12080	1059.936	168.848	736.88	80
14149968	17424	2752	12032	1062.864	167.872	733.952	240
14154922	17424	2768	11952	1062.864	168.848	729.072	224
14159879	17376	2912	11776	1059.936	177.632	718.336	112
14164835	17328	2864	11488	1057.008	174.704	700.768	304
14169791	17440	3008	11136	1063.84	183.488	679.296	304
14174747	17440	3040	10704	1063.84	185.44	652.944	272
14179702	17376	3072	10368	1059.936	187.392	632.448	384
14184657	17120	3456	10032	1044.32	210.816	611.952	384
14189614	17488	3552	9632	1066.768	216.672	587.552	384
14194569	17184	3888	9440	1048.224	237.168	575.84	416
14199524	17344	4160	9168	1057.984	253.76	559.248	528
14204479	17440	4288	8992	1063.84	261.568	548.512	608
14209434	16848	4608	8880	1027.728	281.088	541.68	608
14214388	16768	4688	8608	1022.848	285.968	525.088	768
14219342	16784	4480	8464	1023.824	273.28	516.304	752
14224298	16384	4384	8272	999.424	267.424	504.592	864
14229252	16320	4416	7952	995.52	269.376	485.072	1008
14234209	16368	4352	7664	998.448	265.472	467.504	1040
14239166	16112	4688	7344	982.832	285.968	447.984	1184
14244121	15616	5104	7008	952.576	311.344	427.488	1248
14249076	15584	5392	6528	950.624	328.912	398.208	1328
14254032	15920	5616	6144	971.12	342.576	374.784	1296
14258987	16016	6032	5920	976.976	367.952	361.12	1312
14263941	16144	6544	5808	984.784	399.184	354.288	1440
14268895	16352	6800	5504	997.472	414.8	335.744	1440
14273853	16064	6880	5472	979.904	419.68	333.792	1520
14278808	16080	7136	5376	980.88	435.296	327.936	1504
14283763	16144	7264	5248	984.784	443.104	320.128	1568
14288718	16144	7136	5184	984.784	435.296	316.224	1536
14293672	16192	7136	5216	987.712	435.296	318.176	1472
14298628	15888	7216	5104	969.168	440.176	311.344	1584
14303583	15680	7296	4880	956.48	445.056	297.68	1504
14308538	15520	7440	4624	946.72	453.84	282.064	1488
14313494	15424	7504	4256	940.864	457.744	259.616	1552
14318447	15248	7648	3904	930.128	466.528	238.144	1552
14323405	15120	7776	3552	922.32	474.336	216.672	1600
14328360	14816	8112	3264	903.776	494.832	199.104	1552
14333316	14656	8240	2976	894.016	502.64	181.536	1680
14338271	14432	8704	2688	880.352	530.944	163.968	1648
14343225	14416	8704	2432	879.376	530.944	148.352	1728
14348183	14544	8608	2304	887.184	525.088	140.544	1808
14353138	14368	8768	2384	876.448	534.848	145.424	1792
14358093	14368	8800	2336	876.448	536.8	142.496	1904
14363049	14064	8624	2384	857.904	526.064	145.424	1968
14368004	13264	8560	2480	809.104	522.16	151.28	1904
14372959	13232	8528	2256	807.152	520.208	137.616	1904
14377914	13072	8336	2048	797.392	508.496	124.928	1936
14382870	13904	7984	1696	848.144	487.024	103.456	1952
14387825	13312	8080	1664	812.032	492.88	101.504	1824
14392780	12640	8432	1536	771.04	514.352	93.696	1696
14397736	12288	8512	1232	749.568	519.232	75.152	1488
14402692	11600	8448	896	707.6	515.328	54.656	1152
14407646	11104	8768	784	677.344	534.848	47.824	752
14412602	10624	9136	848	648.064	557.296	51.728	144
14417556	10192	9424	1040	621.712	574.864	63.44	-496
14422511	9728	9920	1312	593.408	605.12	80.032	-1312
14427466	9296	10480	1392	567.056	639.28	84.912	-2208
14432421	8960	10592	1408	546.56	646.112	85.888	-2880
14437376	8768	10336	1248	534.848	630.496	76.128	-3552
14442331	8832	10096	976	538.752	615.856	59.536	-4240
14447287	8416	9536	944	513.376	581.696	57.584	-4672
14452242	8352	9040	704	509.472	551.44	42.944	-5200
14457197	8208	8320	640	500.688	507.52	39.04	-5600
14462153	7952	7488	768	485.072	456.768	46.848	-6080
14467108	7920	6528	1280	483.12	398.208	78.08	-6448
14472063	8000	5552	2224	488	338.672	135.664	-6784
14477018	8256	4752	3088	503.616	289.872	188.368	-6960
14481973	8608	4000	3408	525.088	244	207.888	-6928
14486928	9152	3504	3344	558.272	213.744	203.984	-6992
14491885	9904	3232	3072	604.144	197.152	187.392	-6928
14496840	10880	3264	2640	663.68	199.104	161.04	-6800
14501795	11952	3728	2032	729.072	227.408	123.952	-6720
14506751	12896	4400	1440	786.656	268.4	87.84	-6352
14511707	13808	5408	640	842.288	329.888	39.04	-6096
14516661	14416	6400	-96	879.376	390.4	-5.856	-5632
14521616	14560	7424	-848	888.16	452.864	-51.728	-5360
14526571	14080	8352	-1680	858.88	509.472	-102.48	-5008
14531527	13120	9136	-2352	800.32	557.296	-143.472	-4560
14536482	11648	9792	-2496	710.528	597.312	-152.256	-4272
14541437	9936	10112	-2400	606.096	616.832	-146.4	-3952
14546392	8064	10016	-2160	491.904	610.976	-131.76	-3632
14551346	5840	9616	-2224	356.24	586.576	-135.664	-3424
14556301	3632	8976	-2400	221.552	547.536	-146.4	-3104
14561257	1376	8064	-2736	83.936	491.904	-166.896	-2880
14566212	-752	7104	-3216	-45.872	433.344	-196.176	-2528
14571167	-2560	6160	-3744	-156.16	375.76	-228.384	-2528
14576122	-4320	5120	-4192	-263.52	312.32	-255.712	-2368
14581075	-5776	4240	-4592	-352.336	258.64	-280.112	-2144
14586033	-6960	3584	-4896	-424.56	218.624	-298.656	-2096
14590989	-7776	3184	-4912	-474.336	194.224	-299.632	-1952
14595944	-8240	3200	-4448	-502.64	195.2	-271.328	-1840
14600899	-8112	3392	-3840	-494.832	206.912	-234.24	-1696
14605855	-7584	3840	-3072	-462.624	234.24	-187.392	-1536
14610812	-6608	4304	-2240	-403.088	262.544	-136.64	-1504
14615767	-5360	4928	-1648	-326.96	300.608	-100.528	-1280
14620723	-3696	5488	-1328	-225.456	334.768	-81.008	-1344
14625679	-1712	6048	-1376	-104.432	368.928	-83.936	-1344
14630635	784	6464	-1648	47.824	394.304	-100.528	-1248
14635587	3456	7024	-1968	210.816	428.464	-120.048	-1328
14640546	6176	7552	-2400	376.736	460.672	-146.4	-1152
14645500	8704	8288	-2832	530.944	505.568	-172.752	-1152
14650457	10880	9008	-3360	663.68	549.488	-204.96	-992
14655413	12592	9536	-3856	768.112	581.696	-235.216	-944
14660368	13872	9936	-4192	846.192	606.096	-255.712	-896
14665323	14912	10288	-4304	909.632	627.568	-262.544	-768
14670279	15664	10592	-4304	955.504	646.112	-262.544	-752
14675234	16000	10848	-4288	976	661.728	-261.568	-736
14680187	15904	11120	-4208	970.144	678.32	-256.688	-640
14685145	15520	11328	-4064	946.72	691.008	-247.904	-640
14690101	14960	11584	-3936	912.56	706.624	-240.096	-432
14695054	14240	11808	-4016	868.64	720.288	-244.976	-400
14700011	13440	11904	-4256	819.84	726.144	-259.616	-192
14704966	12688	12016	-4480	773.968	732.976	-273.28	-160
14709921	11712	12160	-4640	714.432	741.76	-283.04	32
14714877	10832	12272	-4704	660.752	748.592	-286.944	240
14719832	9856	12320	-4656	601.216	751.52	-284.016	336
14724787	8960	12352	-4384	546.56	753.472	-267.424	496
14729742	8128	12432	-4160	495.808	758.352	-253.76	544
14734698	7440	12528	-3920	453.84	764.208	-239.12	496
14739654	6912	12736	-3664	421.632	776.896	-223.504	640
14744609	6496	12928	-3568	396.256	788.608	-217.648	672
14749565	6208	13120	-3616	378.688	800.32	-220.576	800
14754521	5968	13264	-3568	364.048	809.104	-217.648	832
14759475	5920	13280	-3664	361.12	810.08	-223.504	832
14764433	5952	13328	-3840	363.072	813.008	-234.24	928
14769386	6064	13392	-3872	369.904	816.912	-236.192	896
14774344	6272	13328	-3792	382.592	813.008	-231.312	944
14779300	6576	13248	-3664	401.136	808.128	-223.504	928
14784255	6928	13104	-3504	422.608	799.344	-213.744	912
14789211	7440	12896	-3408	453.84	786.656	-207.888	832
14794166	7856	12752	-3280	479.216	777.872	-200.08	752
14799122	8416	12560	-3296	513.376	766.16	-201.056	800
14804077	8928	12384	-3360	544.608	755.424	-204.96	784
14809033	9440	12256	-3392	575.84	747.616	-206.912	640
14813988	9728	12000	-3392	593.408	732	-206.912	672
14818943	10016	11776	-3440	610.976	718.336	-209.84	544
14823897	10192	11552	-3456	621.712	704.672	-210.816	544
14828852	10384	11328	-3472	633.424	691.008	-211.792	560
14833807	10544	11024	-3568	643.184	672.464	-217.648	640
14838761	10624	10800	-3680	648.064	658.8	-224.48	512
14843716	10528	10752	-3728	642.208	655.872	-227.408	528
14848672	10432	10576	-3776	636.352	645.136	-230.336	624
14853627	10272	10432	-3728	626.592	636.352	-227.408	544
14858582	9968	10192	-3680	608.048	621.712	-224.48	560
14863538	9712	10064	-3472	592.432	613.904	-211.792	608
14868494	9392	9760	-3248	572.912	595.36	-198.128	576
14873449	8976	9488	-3072	547.536	578.768	-187.392	704
14878405	8640	9152	-2816	527.04	558.272	-171.776	704
14883360	8432	8880	-2624	514.352	541.68	-160.064	768
14888315	8256	8704	-2608	503.616	530.944	-159.088	736
14893270	8192	8704	-2720	499.712	530.944	-165.92	800
14898226	8064	8800	-2864	491.904	536.8	-174.704	960
14903182	8080	9040	-3056	492.88	551.44	-186.416	1024
14908138	8000	9296	-3232	488	567.056	-197.152	1104
14913093	7840	9616	-3360	478.24	586.576	-204.96	1248
14918049	7664	9936	-3648	467.504	606.096	-222.528	1296
14923004	7552	10144	-4080	460.672	618.784	-248.88	1488
14927960	7360	10432	-4496	448.96	636.352	-274.256	1552
14932913	7136	10576	-4816	435.296	645.136	-293.776	1760
14937871	6880	10576	-5088	419.68	645.136	-310.368	1808
14942827	6448	10400	-5264	393.328	634.4	-321.104	1840
14947782	5984	9968	-5136	365.024	608.048	-313.296	2000
14952736	5408	9488	-4688	329.888	578.768	-285.968	1936
14957692	4912	8864	-4144	299.632	540.704	-252.784	1888
14962647	4416	8240	-3376	269.376	502.64	-205.936	1760
14967602	3936	7776	-2576	240.096	474.336	-157.136	1696
14972558	3536	7424	-1952	215.696	452.864	-119.072	1584
14977514	3280	7392	-1424	200.08	450.912	-86.864	1360
14982470	3248	7616	-976	198.128	464.576	-59.536	1328
14987425	3280	7920	-480	200.08	483.12	-29.28	1232
14992380	3536	8432	-224	215.696	514.352	-13.664	1184
14997333	4048	8800	-64	246.928	536.8	-3.904	1152
